headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
increase,0.2,0.7,8636,CISCO SYSTEMS INC,"Cisco To Purchase Sentryo, No Terms Disclosed",7,the acquisition of sentryo strengthens cisco's industrial/ot cybersecurity offerings and supports its strategic growth in security and iot — a positive signal — but terms are undisclosed and the target is likely small so the near-term share impact should be modest.,136,345,2.0,2019-06-06,76076.0,0.63926661387085,1.5063554979860698,1.94192326630184,4.19238000609936,2.85553354769945,5.7358079453919,5.22775580424013
increase,0.35,0.65,10792,CISCO SYSTEMS INC,Cisco Unveils Details Behind Its 'Internet for the Future' Strategy,7,unveiling a clear 'internet for the future' strategy should be viewed positively—signaling growth opportunities and product differentiation that can boost investor sentiment—although stock impact is likely moderate because outcomes depend on execution and monetization timelines.,139,277,2.0,2019-12-11,76076.0,0.40816399268805,3.1391132622957203,5.3297212809535,8.06233000536036,0.4555738996714299,0.5930618597915499,1.33271602652866
decrease,0.4,0.9,12675,CISCO SYSTEMS INC,Cisco shares are trading lower after the company issued Q1 EPS below analyst estimates.,7,"an eps miss usually prompts investor selling because it signals weaker-than-expected profitability, so cisco's reported q1 eps below estimates is likely to put downward pressure on the stock, though the impact for a large diversified company is typically moderate rather than severe.",140,339,0.0,2019-08-14,76076.0,-4.00227718055248,-8.614899218082419,-3.63564525755119,-7.38984680655743,2.28948444128036,0.55312020114641,-0.8276873515191401
decrease,0.6,0.85,12659,CISCO SYSTEMS INC,Cisco shares are trading lower after the company issued Q1 EPS guidance below analyst estimates.﻿,7,"guidance below analyst eps estimates is a negative surprise that typically prompts investor selling and downward pressure on the stock, likely causing a moderate decline given cisco's size and generally stable business.",142,332,0.0,2019-08-15,76076.0,-8.614899218082419,1.53513317927718,4.17297366754947,2.20540665983031,-4.00227718055248,-1.80442425261777,-3.47129438299756
decrease,0.6,0.85,15046,CISCO SYSTEMS INC,"Cisco shares are trading lower after the company issued Q2 financial guidance below analyst estimates, despite reporting better-than-expected Q1 results.",7,"a quarterly guidance miss usually outweighs a one-time beat because investors focus on forward earnings visibility, so below-consensus q2 guidance is likely to drive the stock lower as already seen in trading.",151,264,0.0,2019-11-14,76076.0,-7.32562765479087,0.40080230683088,-0.1558665555929199,0.89067364990362,0.18606606172397,0.74844204769435,-0.75773653298664
uncertain,0.4,0.7,12707,CISCO SYSTEMS INC,Cisco shares trading lower with the broader stock market. The company will report Q4 earnings after the close today.,7,"while the stock is trading lower with the broader market (near-term downward pressure), the imminent q4 earnings release after the close could drive the price significantly higher or lower depending on results and guidance, so the net direction is uncertain.",146,463,1.0,2019-08-14,76076.0,-4.00227718055248,-8.614899218082419,-3.63564525755119,-7.38984680655743,2.28948444128036,0.55312020114641,-0.8276873515191401
decrease,0.7,0.85,14910,CISCO SYSTEMS INC,"Cisco's Stock Drops On Guidance, Sell-Side Lowers Price Targets",7,"negative forward guidance combined with sell-side price target cuts typically lowers investor expectations and demand, putting downward pressure on the stock price.",139,198,0.0,2019-11-14,76076.0,-7.32562765479087,0.40080230683088,-0.1558665555929199,0.89067364990362,0.18606606172397,0.74844204769435,-0.75773653298664
decrease,0.4,0.7,29805,VALERO ENERGY CORP NEW,"Citgo, Valero Try To Return Venezuelan Oil Following Sanctions",7,"having to return venezuelan oil because of sanctions likely disrupts valero’s crude supply, reduces near‑term refining margins and could create legal/compliance costs and operational uncertainty, which would pressure the stock price.",141,331,0.0,2019-03-11,85269.0,4.67712022364139,0.44321408495306,3.91710159558651,2.3957831457940704,-1.04230847209692,-1.96680826424479,-1.725202128483
uncertain,0.3,0.65,16059,DIAMONDBACK ENERGY INC,"Citi Assumes Diamondback Energy at Buy, Lowers Price Target to $118",7,"citi initiating/assuming coverage with a 'buy' is a positive signal, but the lowered price target is negative (and the net effect depends on how $118 compares to the stock's current price and prior target), so the immediate price reaction is ambiguous.",146,289,1.0,2019-09-23,13641.0,1.51828257367014,-3.86611372232437,-8.525788216563491,-15.17956887168736,-0.5239927209913701,-1.45547100402577,-3.61373551112835
increase,0.3,0.75,13636,F M C CORP,"Citi Assumes FMC at Buy, Announces $93 Price Target",7,"a citi upgrade to buy with a $93 price target is positive news that typically improves investor sentiment and can drive buying pressure, though the actual move depends on how the target compares to the current share price and broader market conditions.",138,397,2.0,2019-06-13,19166.0,0.71330205537378,-0.70825009606778,1.96321343238243,3.74005073993926,0.27607129886746,-0.02501768410934,-1.00346573820054
increase,0.2,0.6,7757,CITIGROUP INC,Citi CFO Presenting At RBC Capital Markets Institutions Conference Says Mgmt. Considering Simplifying Co.'s Organizational Structures To Manage Costs,7,"management signalling they are considering simplifying organizational structures to manage costs is a modestly positive indication of potential efficiency and margin improvement, but the comment is tentative and lacks specifics so any stock reaction is likely small.",149,264,2.0,2019-03-12,70519.0,0.8024393580853899,1.33736683055758,4.48972415233477,-2.53144428012968,0.40283594280481,0.66235837445947,-0.31994394457699
increase,0.35,0.7,8783,CITIGROUP INC,Citi CFO Says Bank Expects To Return To YoY Revenue Growth In Q2,7,"cfo guidance that citi expects to return to year‑over‑year revenue growth in q2 is a positive signal for fundamentals and investor sentiment, though it is forward‑looking and contingent on execution and macro conditions, so the likely price lift is moderate.",140,346,2.0,2019-04-15,70519.0,-0.05933093489147,2.86435205489397,2.7010979110202,4.92727791332732,2.29099448770284,2.89988042181266,3.40491002843221
decrease,0.4,0.75,8755,BLACKSTONE INC,"Citi Downgrades Blackstone Group to Neutral, Announces $52 Price Target",7,an analyst downgrade to neutral typically weakens investor sentiment and can trigger selling pressure—particularly if the $52 price target is below the current share price—so this news is likely to push blackstone's stock lower.,137,408,0.0,2019-09-18,92108.0,-1.25187216326594,0.09461315930821,-0.0189182906256799,-11.71239123848753,0.0,-0.0560201297048399,2.45022723635974
decrease,0.35,0.8,9942,BOOT BARN HOLDINGS INC,"Citi Downgrades Boot Barn Holdings to Neutral, Lowers Price Target to $33",7,"a downgrade and lower price target from citi conveys a weaker outlook that typically triggers selling pressure and downward revaluation of the stock, though the effect is likely moderate since it is a single analyst change and may be partially priced in.",147,405,0.0,2019-07-15,14953.0,-6.5180517733097,-1.1469998396933,-1.08663026896554,-0.9357120226768,0.96866143867373,0.53900320121695,1.75135447689429
uncertain,0.35,0.65,10742,CACI INTERNATIONAL INC,"Citi Downgrades CACI International to Neutral, Raises Price Target to $230",7,"citi's downgrade to neutral is a negative sentiment signal that could push the stock down short-term, but the raised $230 price target indicates analyst upside, creating mixed signals and an uncertain net impact.",140,467,1.0,2019-07-09,20512.0,-0.10492737637832,0.4344729706644999,2.1723576339852,1.2509001203188,-2.32915636152029,-2.15595463070442,-0.1238482318390999
decrease,0.35,0.85,11211,CITIZENS FINANCIAL GROUP INC,Citi Downgrades Citizens Financial Group to Sell,7,"a downgrade to ""sell"" from a major broker like citi typically generates negative sentiment and selling pressure, so the stock is likely to fall moderately, though the effect is limited by broader fundamentals and other market forces.",141,331,0.0,2019-10-08,14889.0,-4.00706194341182,1.25844022259116,7.796184718401861,10.313065239526932,0.53317630663514,1.52557079186914,1.31342874252082
decrease,0.25,0.75,16746,ENTEGRIS INC,"Citi Downgrades Entegris, Inc. - Common Stock to Neutral",7,"a citi downgrade to neutral typically signals weaker analyst conviction compared with a prior buy/upside rating and can trigger modest selling or reduced buying interest, likely causing a small decline in entegris shares, though broader fundamentals and other catalysts will modulate the effect.",139,411,0.0,2019-05-10,88439.0,-1.53690306469798,-5.14330118894577,-5.22006370926947,-10.67042452173463,-0.7750034332275301,-1.70877269865821,-2.93470473097426
decrease,0.3,0.7,16763,FORUM ENERGY TECHNOLOGIES INC,Citi Downgrades Forum Energy Technologies to Neutral,7,"a downgrade from citi to neutral likely hurts investor sentiment and reduces buying pressure, producing a modest share-price decline (less severe than a sell/underperform downgrade).",139,264,0.0,2019-09-30,13337.0,0.0,-7.096767425537109,-10.32257854655113,-9.67741804833837,-0.6410250440239901,-7.7380950010003,-5.48780678121516
decrease,0.35,0.75,18947,HELMERICH & PAYNE INC,Citi Downgrades Helmerich & Payne to Neutral,7,"a downgrade from citi to neutral typically reduces investor enthusiasm and can trigger selling or lower buying interest, producing modest downward pressure on the stock price.",141,260,0.0,2019-09-30,32707.0,-1.23243778944015,-2.17119771987199,-7.06263552889745,-5.54030776359494,-1.21743362396955,-1.24148514832543,-0.46613987172702
decrease,0.35,0.75,27318,LEIDOS HOLDINGS INC,"Citi Downgrades Leidos Holdings to Neutral, Lowers Price Target to $75",7,"a citi downgrade to neutral with a lowered price target is a negative signal that is likely to weigh on investor sentiment and prompt some selling pressure, though the move may be moderate if the change was anticipated or fundamentals remain strong.",143,269,0.0,2019-07-09,91547.0,0.1351099112071,-0.02452973858453,0.63788552569454,-0.84641180231973,-0.7437125314027,0.0122876243071299,1.58473213652774
decrease,0.4,0.8,18028,LIVE NATION ENTERTAINMENT INC,"Citi Downgrades Live Nation, Breaks Down 'Tricky' Valuation",7,"a downgrade from a major broker like citi typically creates near-term selling pressure by signaling negative analyst sentiment and highlighting valuation concerns, though the impact is likely moderate since it reflects one analyst view and doesn't by itself change fundamentals.",146,344,0.0,2019-06-28,91041.0,-1.01598734036088,1.37359043583273,3.56226504081658,6.91321033196101,1.33231980726122,0.69204014570165,0.5256810933620101
decrease,0.45,0.8,30638,M & T BANK CORP,Citi Downgrades M&T Bank to Sell,7,"a citi downgrade to 'sell' signals negative analyst sentiment and often prompts selling pressure and reduced demand for the stock, making a price decrease likely unless offset by other positive news.",137,452,0.0,2019-07-12,35554.0,0.17264374764636,-0.99960099905729,-6.4341997587489095,-5.23927719815232,1.44191542640328,-0.26974369702188,0.4276745759286399
decrease,0.35,0.8,11571,OLIN CORP,"Citi Downgrades Olin to Neutral, Lowers Price Target to $19",7,"a citi downgrade and lower price target is negative news that tends to reduce investor sentiment and trigger selling pressure, likely causing a modest near-term decline in olin's stock price.",140,267,0.0,2019-10-09,13610.0,-0.51048356108367,3.7058129906654305,4.04788502291031,5.24514313282922,-2.00111512094736,-1.28780197750014,0.34148819169601
decrease,0.6,0.85,30427,P G & E CORP,"Citi Downgrades PG&E to Sell, Lowers Price Target to $4",7,a citi downgrade to 'sell' with a sharply reduced $4 price target conveys negative analyst sentiment and is likely to trigger selling pressure and lower pg&e's stock price in the near term.,144,334,0.0,2019-08-19,13688.0,-25.28010904788971,9.27834808826446,10.59044132814845,-0.93721081015446,-0.76442398130893,-10.35781859711104,-15.7522176716054
decrease,0.35,0.8,29355,PATTERSON U T I ENERGY INC,"Citi Downgrades Patterson-UTI Energy to Neutral, Lowers Price Target to $9.5",7,"a downgrade and reduced price target from a major analyst typically exerts downward pressure on the stock as investor expectations are lowered, though the impact is likely modest since it's a single analyst action and other market/fundamental factors will also influence the share price.",153,282,0.0,2019-09-30,79857.0,-0.92699797824025,-2.22222842276096,-6.31578881309975,-4.67836894609812,-3.35946455597877,-5.16483798856833,-4.42967485167988
decrease,0.3,0.75,28475,PRECISION DRILLING CORP,Citi Downgrades Precision Drilling to Neutral,7,"a downgrade from a major broker like citi typically reduces investor sentiment and can trigger selling pressure, though the move to ""neutral"" (rather than a sell) and being a single analyst action limits the likely magnitude of the drop.",139,341,0.0,2019-09-30,90999.0,-3.38982753455638,0.0,-5.2631528206298395,-5.26315294443129,-3.2786950469017,-7.08661682142095,-9.92366410274696
decrease,0.25,0.7,31875,PRUDENTIAL FINANCIAL INC,Citi Downgrades Prudential Financial to Neutral,7,"a downgrade from a major broker like citi typically produces negative pressure as some investors sell or reduce exposure, but the impact is likely modest because 'neutral' is less severe than a sell rating and actual movement depends on prior rating, broader market context and company-specific news.",139,349,0.0,2019-08-05,89258.0,-2.94715519994497,0.3257782664149899,-3.75799395273868,-3.1762601522510705,-2.7774715796113,-12.58513508359404,-13.46492015265232
decrease,0.45,0.8,33482,PUMA BIOTECHNOLOGY INC,"Citi Downgrades Puma Biotechnology Inc - Common Stock to Neutral, Announces $24 Price Target",7,"a citi downgrade to neutral and a $24 price target signals weaker analyst sentiment and is likely to prompt some selling as investors update expectations, so it should decrease the stock price (magnitude limited given no current-price or additional-news context).",150,477,0.0,2019-05-10,13621.0,-38.64090740680695,-8.30619260668754,-9.93485315558595,-16.12378011060213,0.0,-1.44451297819614,-6.01127133845554
decrease,0.35,0.78,37014,R P C INC,Citi Downgrades RPC to Sell,7,"a downgrade to 'sell' from a major broker like citi is negative news that typically reduces investor demand and can trigger immediate selling pressure and a share-price decline, though the size of the move depends on market context and company fundamentals.",131,406,0.0,2019-11-20,66683.0,-9.92166772484779,1.15941921249032,13.33333438691999,13.91304366358394,0.0,-7.038833945989601,-3.5264506375335
decrease,0.5,0.8,15899,REGIONS FINANCIAL CORP NEW,Citi Downgrades Regions Financial to Sell,7,"a downgrade from a major broker like citi to 'sell' typically generates negative sentiment and triggers investor selling or reduced demand, likely pushing the stock price down in the near term (magnitude depends on broader market context and existing investor positions).",140,272,0.0,2019-10-08,35044.0,-3.18595431745052,0.13431500410661,4.83545527848205,8.93216204825784,-0.06497874273918,0.98490205034995,1.45118912593051
decrease,0.3,0.75,31987,SIMON PROPERTY GROUP INC NEW,"Citi Downgrades Simon Property Group to Neutral, Lowers Price Target to $170",7,"citi's downgrade to neutral and a reduced $170 price target represent negative analyst sentiment that is likely to prompt some selling pressure and downward short-term movement in the stock, though the ultimate impact depends on current valuation and other market/news factors.",145,344,0.0,2019-09-23,80100.0,-0.05804717657156,-0.61309905722737,0.45175669616943,-4.34333379694585,0.27163249906152,-0.5005865845359,0.5643089574433
decrease,0.5,0.8,5603,A M T D IDEA GROUP,"Citi Downgrades TD Ameritrade Holding to Sell, Lowers Price Target to $27",7,"citi's downgrade to sell and reduction of the price target signals weaker analyst sentiment and typically triggers selling pressure and reduced investor confidence, likely driving amtd's shares lower though the impact may be moderate since it's a single analyst action.",147,406,0.0,2019-10-14,18887.0,-2.85714287310838,2.70587690174579,-1.76470156213802,-5.52941509885966,3.18396799266338,4.290818328749331,7.891496859879619
decrease,0.3,0.75,23876,TRANSOCEAN LTD,Citi Downgrades Transocean to Neutral,7,"a downgrade from citi signals weaker analyst sentiment and often triggers short-term selling pressure on the stock, though the impact is typically moderate since it’s one broker’s view and longer-term moves depend on fundamentals and broader market/sector news.",135,278,0.0,2019-06-14,79237.0,-4.57746051251888,2.95202657580375,16.05165867534166,18.26567865948636,3.2727241516113197,-3.72881802076179,-4.69799005679519
decrease,0.35,0.75,27611,WESTLAKE CORP,Citi Downgrades Westlake Chemical to Neutral,7,"an analyst downgrade from citi to neutral is generally negative and likely to prompt some selling or reduced buying interest in westlake, though the move is not as severe as a sell/underperform rating so the impact is likely moderate.",135,346,0.0,2019-10-09,90312.0,0.40948279201984,2.0900651812553397,5.7094319347153295,5.43755443541158,-1.74350533634424,-2.80265124689517,-3.55438520386204
decrease,0.25,0.7,7741,CITIGROUP INC,Citi Has Identified Personal Conduct Which Did Not Meet Standards,7,"announcement that citi identified personal conduct falling short of standards implies potential misconduct, reputational and regulatory risk which is likely to modestly pressure the stock absent further details on severity or remediation.",135,261,0.0,2019-03-22,70519.0,-4.58457246422767,-1.06591954827308,2.03345642406393,7.4942661190066096,-0.60653681866824,-2.62074886173315,-3.06385630533783
increase,0.25,0.7,22430,CHART INDUSTRIES INC,"Citi Initiates Coverage On Chart Industries with Buy Rating, Announces $71 Price Target",7,"a new citi initiation with a buy rating and $71 price target is a positive analyst signal that tends to attract investor attention and buying, though the actual move will depend on the stock's current price and broader market/fundamental context.",142,335,2.0,2019-11-26,91402.0,2.17832811176776,0.46974192373454,-5.34778525794138,3.30623659247617,2.2268285974860103,1.9958530668634695,2.22682860258185
increase,0.35,0.75,12339,PAYCOM SOFTWARE INC,"Citi Initiates Coverage On Paycom Software with Buy Rating, Announces $262 Price Target",7,"a well-known broker initiating coverage with a buy rating and a $262 price target is a positive signal likely to generate buying interest and upward pressure on the stock, though the size of the move depends on current price, broader market conditions, and other news.",141,282,2.0,2019-10-25,14579.0,3.03194019943475,-0.2813928294926799,2.21300118969289,4.1732248228129,4.56811040639877,6.7680974332786805,-1.22797566984189
uncertain,0.2,0.75,13371,PAYLOCITY HOLDING CORP,"Citi Initiates Coverage On Paylocity Holding with Neutral Rating, Announces $105 Price Target",7,"a neutral initiation typically has limited directional impact and the market effect hinges on whether citi's $105 price target is above or below paylocity's current share price and how investors view the analyst's coverage, so the reaction is unclear.",148,407,1.0,2019-10-25,14547.0,0.01994841732084,1.00697353482246,2.32302509584387,5.75273838196588,3.949411585927,4.50187533104222,2.47291842931305
uncertain,0.2,0.7,45334,WABTEC CORP,"Citi Initiates Coverage On Westinghouse Air Brake with Neutral Rating, Announces $80 Price Target",7,"citi's initiation with a neutral rating is a largely non-directional signal—added analyst coverage may provide a small boost in attention, but the neutral stance limits buying momentum and the impact also depends on how the $80 target compares to the stock's current price, which is not provided.",145,487,1.0,2019-07-10,81677.0,-3.2240130007267,-0.20017069764435,1.07234761328298,4.375175049847431,-2.15272679924964,-1.9934924313493,-1.71358930502136
increase,0.25,0.75,21168,ALTRIA GROUP INC,"Citi Is More Bullish On Tobacco, Particularly Altria",7,"a prominent bank (citi) becoming more bullish on tobacco and singling out altria is likely to raise investor demand and support a near-term price uptick due to upgraded sentiment/price targets, though broader market and fundamental factors limit the effect's size.",137,224,2.0,2019-12-02,13901.0,1.81086063385009,-0.98814228549599,-0.13833926799204,1.1014729128788757e-07,-0.10050097480416,0.97521236848767,0.8932246325179499
increase,0.35,0.78,5446,ABBVIE INC,"Citi Maintains Buy on AbbVie, Raises Price Target to $98",7,"a reputable analyst (citi) maintaining a buy and raising the price target is a clear positive signal that typically supports upward pressure on the stock, though the actual move may be modest and dependent on broader market/news factors.",138,275,2.0,2019-11-20,13721.0,-2.04448420554399,-0.7798168808221799,1.29587734357676,-0.5504536637265001,0.3268266329541799,0.44003091354767,1.5862141290277298
uncertain,0.3,0.7,4779,ADOBE INC,"Citi Maintains Buy on Adobe, Lowers Price Target to $322",7,"citi's maintained buy is a positive endorsement but the lowered price target reduces projected upside, producing mixed signals and an uncertain net effect on adobe's share price.",138,333,1.0,2019-09-18,75510.0,-1.74575895071029,0.55055362172424,-0.81867870539525,-4.66895370160419,0.62206545844674,2.277706548811,2.39911289691545
increase,0.35,0.7,7459,AUTOZONE INC,"Citi Maintains Buy on AutoZone, Raises Price Target to $1.357K",7,"citi maintaining a buy and raising its price target is a bullish analyst action that typically supports upward pressure on the stock, though the move may be moderate if the upgrade was anticipated or market conditions counteract it.",139,278,2.0,2019-09-13,76605.0,1.78820304572582,-1.61843057721853,0.87969519388431,-5.5348645562782,-2.40726210176944,-2.0372306355950403,0.16678688160713
decrease,0.2,0.6,5547,AUTODESK INC,"Citi Maintains Buy on Autodesk, Lowers Price Target to $186",7,"maintaining a buy rating is supportive, but lowering the price target signals weaker analyst expectations and is likely to exert modest downward pressure on the stock in the near term.",138,332,0.0,2019-08-28,85631.0,-6.74389451742172,1.8203904852271,5.81096444131576,11.14363226136634,1.63058433681726,4.31974505835277,3.44328882065272
increase,0.2,0.8,15526,C V S HEALTH CORP,"Citi Maintains Buy on CVS Health, Raises Price Target to $83",7,"citi’s decision to maintain a buy rating and raise the price target is a positive analyst signal that should modestly boost investor sentiment and buying interest in cvs, though the impact is likely limited since it’s a single analyst update.",142,277,2.0,2019-11-07,17005.0,1.19836246594786,0.96127400174736,1.6160541878700498,4.40234568831985,5.36244884133338,4.24750046209292,5.48780865715516
uncertain,0.3,0.7,15747,DISH NETWORK CORP,"Citi Maintains Buy on DISH Network, Lowers Price Target to $40",7,"maintaining a buy rating is positive but lowering the price target reduces implied upside, so the net effect is ambiguous and likely modest in size.",142,329,1.0,2019-10-04,81696.0,0.31837339047342,0.19647104199975,2.94696165643437,5.09294650364651,0.15183491632342,-2.13650199963377,-3.1992959232023903
decrease,0.3,0.7,17659,FLOWSERVE CORP,"Citi Maintains Buy on Flowserve, Lowers Price Target to $58",7,"keeping a buy rating is supportive, but lowering the price target reduces the implied upside and often exerts modest downward pressure on the stock, so the net effect is likely a small decrease.",141,338,0.0,2019-08-02,30940.0,-0.44043329544365,-1.30502134561538,-3.11877861044327,-6.28179649971403,-9.23445746302604,-11.63650436940455,-10.18592048399559
decrease,0.25,0.6,22398,GRAN TIERRA ENERGY INC,"Citi Maintains Buy on Gran Tierra Energy, Lowers Price Target to $2.2",7,"maintaining a buy is supportive, but lowering the price target signals a reduced upside and is likely to exert modest downward pressure on the stock, making a small decrease the most probable near-term reaction.",144,328,0.0,2019-11-21,92619.0,4.21153604984283,4.35849949717521,4.3584995550441,0.98219586125232,-4.2079441249370495,-5.2339102365034,-7.13861220477153
increase,0.35,0.75,18691,HOME DEPOT INC,"Citi Maintains Buy on Home Depot, Raises Price Target to $269",7,"citi maintaining a buy while raising the price target is a positive signal that should improve investor sentiment and exert upward pressure on the stock, though the effect may be moderate since the rating wasn't upgraded and broader market/company factors also influence price.",138,406,2.0,2019-09-13,66181.0,0.07698574336245,-1.27788288518786,-3.97897162620325,-1.76083221735924,0.48998510465025,0.34334894334155,0.39936786090153
increase,0.35,0.7,4339,LAM RESH CORP,"Citi Maintains Buy on Lam Research, Raises Price Target to $282",7,"a prominent analyst maintaining a buy and raising the price target is a positive signal that can prompt buying and lift the stock, though the effect is moderated by existing investor expectations, the share's current price relative to the new target, and broader market conditions.",142,350,2.0,2019-10-24,48486.0,13.90342861413956,1.67544484138488,2.04819343939064,3.2040582857441,-0.73645692318677,-2.2142136702649298,-0.22250926548174
increase,0.35,0.7,6099,M K S INSTRUMENTS INC,"Citi Maintains Buy on MKS Instruments, Raises Price Target to $124",7,"citi maintaining a buy and raising its price target to $124 signals improved analyst optimism that typically supports upward pressure on the stock, though the effect may be modest since it's a single analyst action and the market may already price in expectations.",147,342,2.0,2019-10-25,86778.0,1.17819067090749,3.5656295716762503,-0.86658178952157,1.48041095251632,15.69103747606277,14.21864854532593,14.24248891454926
decrease,0.35,0.6,28678,MACROGENICS INC,"Citi Maintains Buy on Macrogenics, Lowers Price Target to $18",7,"maintaining a buy is slightly supportive, but the downward revision of the price target is a negative signal that is likely to exert modest downward pressure on the stock as it reduces perceived upside.",142,338,0.0,2019-11-07,14257.0,0.5973738618194999,-2.01900321990251,-0.47505909489216,2.61282939488656,-1.52941308915615,-2.44755286288299,-5.209513482503629
increase,0.35,0.75,26787,MOTOROLA SOLUTIONS INC,"Citi Maintains Buy on Motorola Solutions, Raises Price Target to $190",7,"citi reaffirming a buy and raising its price target to $190 signals stronger analyst optimism and can boost investor sentiment, likely producing a modest upward move in motorola solutions' stock.",140,267,2.0,2019-08-02,22779.0,3.22894379496574,-0.79374769702553,3.657103171033621,1.9049891200536104,-0.72307311929762,-0.74699125553473,-2.3760204836460503
decrease,0.2,0.6,26563,NOVAVAX INC,"Citi Maintains Buy on Novavax, Lowers Price Target to $15",7,"lowering the price target reduces analysts' implied valuation and will likely put modest downward pressure on the stock despite citi maintaining a buy rating, so a small decrease is the most likely market reaction.",140,339,0.0,2019-09-24,82779.0,0.0,-0.78864656388759,-20.97791595281616,-25.23659800920862,-3.20610739290714,-6.07407182612628,-5.934712657600969
increase,0.4,0.75,32139,QUANTA SERVICES INC,"Citi Maintains Buy on Quanta Services, Raises Price Target to $48",7,"a well-known brokerage maintaining a buy rating and raising its price target is a positive signal that can lift investor sentiment and support a stock-price increase, though the effect may be muted if the raise is modest or already anticipated.",139,339,2.0,2019-08-02,85792.0,-5.6322164833545605,-2.53655184060335,2.38735617791827,-1.01462329577313,-5.104222148656841,-6.601794007646849,-6.330787426881949
increase,0.35,0.75,38094,SCULPTOR CAPITAL MANAGEMENT INC,"Citi Maintains Buy on Sculptor Capital, Raises Price Target to $45",7,"citi maintaining a buy and raising its price target to $45 is a positive analyst signal that typically supports near-term buying interest and upward pressure on the stock, though the effect may be muted because it's a single analyst action and broader market/news could already reflect valuation changes.",145,342,2.0,2019-11-19,92405.0,-0.5851397290825799,3.2372049987316096,4.00235599929208,17.36315910648576,-0.69726286455988,0.7639270696495299,0.82327114016229
uncertain,0.2,0.6,38030,STARBUCKS CORP,"Citi Maintains Buy on Starbucks, Lowers Price Target to $105",7,"mixed signal — citi kept a buy rating (positive) but cut the price target (reduces upside), so the net impact on the stock is ambiguous and likely small.",142,259,1.0,2019-11-20,77702.0,-0.07172506302595,-1.5550184994935898,2.5956916121485403,1.01674463454615,-0.4284610971808399,-0.65312367163208,-0.85327521856031
increase,0.25,0.65,6819,ACTIVISION BLIZZARD INC,"Citi Maintains Neutral on Activision Blizzard, Raises Price Target to $55",7,"raising the price target is a mildly positive signal that the analyst expects higher valuation and can boost sentiment, but the unchanged 'neutral' rating limits the likely upside, so the effect is modestly positive.",143,277,2.0,2019-10-15,79678.0,0.99982377141714,0.05399348447099,-1.8718518811469,-2.80777774951223,0.34658634103834,2.45855793795612,2.95713652782565
increase,0.25,0.6,29147,CORPORATE OFFICE PROPERTIES TR,"Citi Maintains Neutral on Corporate Office Props, Raises Price Target to $28",7,"keeping a neutral rating offsets strong buy encouragement, but raising the price target is a modestly positive signal that citi now expects higher valuation, likely producing a small upward movement in the stock price.",143,326,2.0,2019-08-02,77239.0,0.21637710742652,-2.12306641042232,3.34652142071703,3.77833446874416,-0.6805176846683,-3.00804684590231,2.70370196096993
increase,0.25,0.65,18883,GILDAN ACTIVEWEAR INC,"Citi Maintains Neutral on Gildan Activewear, Raises Price Target to $40",7,"raising the price target signals a more favorable valuation from citi and is likely to have a modest positive impact despite the analyst maintaining a neutral rating, so the net effect is small upward pressure on the stock.",147,341,2.0,2019-08-02,86121.0,-1.37789519503712,-0.98318513482809,-3.26003133254664,-6.0662830112992605,-0.4572017118334699,-0.53300226999927,-1.45839032824146
decrease,0.2,0.7,20147,HANESBRANDS INC,"Citi Maintains Neutral on Hanesbrands, Lowers Price Target to $16",7,citi's cut to the price target is a negative signal about the firm's expected valuation and is likely to modestly pressure the stock despite the unchanged neutral rating.,142,264,0.0,2019-08-02,91416.0,0.73089473880827,-1.05540798977017,-0.5936686760519301,-9.23147138438026,-6.46364167332649,-5.28634442352148,-4.9273514211085905
decrease,0.3,0.7,29235,O I GLASS INC,"Citi Maintains Neutral on Owens-Illinois, Lowers Price Target to $14",7,maintaining a neutral rating while cutting the price target to $14 signals reduced expected upside and is likely to put modest downward pressure on the stock as investors revise valuations.,142,386,0.0,2019-08-02,77157.0,-3.73250059783458,-3.4733466804027504,-6.1389357952691395,-14.05492527127565,-24.21920895576477,-25.75057766894759,-26.59817701192172
decrease,0.4,0.7,35090,P V H CORP,"Citi Maintains Neutral on PVH, Lowers Price Target to $91",7,maintaining a 'neutral' rating while lowering the price target signals reduced analyst expectations and is likely to put modest downward pressure on the stock absent countervailing news.,141,329,0.0,2019-05-31,13936.0,0.8285058662295299,2.96983066946268,3.7328328115387297,3.35720244072836,-14.8715391755104,-20.21718960684788,-21.00785512963873
decrease,0.4,0.7,33579,RANGE RESOURCES CORP,"Citi Maintains Neutral on Range Resources, Lowers Price Target to $6",7,"lowering the price target to $6 while keeping a neutral rating signals reduced expected valuation and limited upside, which is likely to exert downward pressure on the stock though the unchanged rating tempers the move.",141,339,0.0,2019-08-02,50017.0,-2.91262324899435,-7.200002670288081,-13.19999665784313,-18.000001832230282,-9.49033349752426,-7.54039643343864,7.74058279834051
