"prompt","model","W","V","coef","t","lci","uci"
1,"gpt-3.5-turbo-0125","DW1","Health",-0.08049625,-4.10711687331,-0.11890999759,-0.04208250241
1,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.04996582541,-3.54321469531,-0.07760491213,-0.02232673868
1,"gpt-3.5-turbo-0125","DW1","Defense",-0.00662626708,-0.44368290367,-0.03589772363,0.02264518946
1,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03600825197,-2.5400973462,-0.06379257178,-0.00822393216
1,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.01060259453,-0.85023533132,-0.03504371414,0.01383852508
2,"gpt-3.5-turbo-0125","DW1","Health",-0.06676128638,-4.05976305965,-0.09899216166,-0.03453041109
2,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.02690166492,-2.10039186243,-0.05200473988,-0.00179858996
2,"gpt-3.5-turbo-0125","DW1","Defense",-0.01516749247,-1.13045754189,-0.04146457828,0.01112959333
2,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03336988673,-2.54024281603,-0.05911694356,-0.00762282989
2,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.02712563287,-2.29409282022,-0.0503004857,-0.00395078004
3,"gpt-3.5-turbo-0125","DW1","Health",-0.076734801,-4.5483133261,-0.10980144253,-0.04366815947
3,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.02534795252,-1.9786320292,-0.05045675157,-0.00023915347
3,"gpt-3.5-turbo-0125","DW1","Defense",-0.01427529037,-1.09159816668,-0.03990656739,0.01135598664
3,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03507208557,-2.93573923932,-0.05848698007,-0.01165719106
3,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.02404749517,-2.05813900888,-0.04694790386,-0.00114708648
4,"gpt-3.5-turbo-0125","DW1","Health",-0.08529117028,-5.14578736909,-0.11777747606,-0.0528048645
4,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.02881824555,-2.24939778659,-0.05392839891,-0.0037080922
4,"gpt-3.5-turbo-0125","DW1","Defense",-0.01596707583,-1.2010418587,-0.04202353119,0.01008937952
4,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03183104036,-2.39939190393,-0.0578325004,-0.00582958033
4,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.00875288145,-0.67898112315,-0.03401916915,0.01651340625
5,"gpt-3.5-turbo-0125","DW1","Health",-0.09372069737,-5.36151592619,-0.12798137923,-0.05946001551
5,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.03515737124,-2.69569144464,-0.06071934034,-0.00959540213
5,"gpt-3.5-turbo-0125","DW1","Defense",-0.01141481647,-0.88529922432,-0.03668607905,0.01385644612
5,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03839984902,-3.16995260361,-0.06214226113,-0.01465743691
5,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.01920146314,-1.56503884946,-0.04324826314,0.00484533686
6,"gpt-3.5-turbo-0125","DW1","Health",-0.0799127215,-4.88912973221,-0.11194829114,-0.04787715185
6,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.0298524031,-2.32139514023,-0.0550569165,-0.0046478897
6,"gpt-3.5-turbo-0125","DW1","Defense",-0.0156945029,-1.16160342315,-0.04217570966,0.01078670387
6,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03272643394,-2.70139333167,-0.05647071106,-0.00898215683
6,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.0218439656,-1.77463221313,-0.04596918183,0.00228125062
7,"gpt-3.5-turbo-0125","DW1","Health",-0.07921286266,-5.08603736996,-0.10973846573,-0.0486872596
7,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.03077067762,-2.28913777035,-0.0571165886,-0.00442476664
7,"gpt-3.5-turbo-0125","DW1","Defense",-0.01611526494,-1.15695187137,-0.04341574276,0.01118521287
7,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03503854415,-2.71626318098,-0.06032117695,-0.00975591135
7,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.02423237303,-2.07289160861,-0.04714460741,-0.00132013864
8,"gpt-3.5-turbo-0125","DW1","Health",-0.08188693027,-5.16538779349,-0.11295825357,-0.05081560696
8,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.0412433051,-3.04986429312,-0.06774789181,-0.01473871839
8,"gpt-3.5-turbo-0125","DW1","Defense",-0.01733141189,-1.18073080813,-0.04610083407,0.01143801029
8,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03426013574,-2.78166003463,-0.05839990527,-0.01012036621
8,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.02178925415,-1.90027171609,-0.04426296306,0.00068445475
9,"gpt-3.5-turbo-0125","DW1","Health",-0.07608240916,-4.78727625289,-0.10723139115,-0.04493342716
9,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.04096310848,-3.05590820968,-0.06723556557,-0.01469065139
9,"gpt-3.5-turbo-0125","DW1","Defense",-0.01342298928,-0.95227676516,-0.04105001593,0.01420403736
9,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.03804692812,-3.00943516064,-0.06282586664,-0.0132679896
9,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.02577344365,-2.3142272384,-0.04760147354,-0.00394541377
10,"gpt-3.5-turbo-0125","DW1","Health",-0.09972961994,-6.53168352688,-0.12965551309,-0.0698037268
10,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.03936676633,-3.16003453434,-0.06378341222,-0.01495012045
10,"gpt-3.5-turbo-0125","DW1","Defense",-0.01808287183,-1.89312011155,-0.03680422886,0.00063848521
10,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.06436005134,-4.26482308547,-0.09393768684,-0.03478241585
10,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.0334089068,-2.57088730393,-0.05887881129,-0.00793900231
11,"gpt-3.5-turbo-0125","DW1","Health",-0.09724343551,-6.51145914654,-0.12651393034,-0.06797294067
11,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.04312797431,-3.93422138511,-0.06461361737,-0.02164233126
11,"gpt-3.5-turbo-0125","DW1","Defense",-0.01172698884,-1.20162003621,-0.0308548954,0.00740091772
11,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.05767638471,-4.30747496632,-0.08391998164,-0.03143278778
11,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.03867846023,-3.13171653779,-0.06288511754,-0.01447180292
12,"gpt-3.5-turbo-0125","DW1","Health",-0.10403027014,-7.59479267032,-0.13087703103,-0.07718350926
12,"gpt-3.5-turbo-0125","DW1","Banking, Finance & Domestic Commerce",-0.03897797239,-3.39304684212,-0.06149325898,-0.0164626858
12,"gpt-3.5-turbo-0125","DW1","Defense",-0.02552449371,-2.64906063844,-0.0444093345,-0.00663965292
12,"gpt-3.5-turbo-0125","DW1","Government Operations",-0.06675042289,-5.67333284845,-0.08981066426,-0.04369018153
12,"gpt-3.5-turbo-0125","DW1","Public Lands & Water Management",-0.03175584825,-2.66314975599,-0.05512679039,-0.0083849061
1,"gpt-4o-2024-05-13","DW1","Health",-0.10113363387,-7.2319859136,-0.12854218837,-0.07372507938
1,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04780852683,-3.63727909796,-0.07357036368,-0.02204668997
1,"gpt-4o-2024-05-13","DW1","Defense",-0.00879419517,-0.64802452812,-0.03539242573,0.01780403539
1,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04843546966,-4.50298667439,-0.0695174277,-0.02735351163
1,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.00575925971,-0.43815144971,-0.03152190782,0.02000338839
2,"gpt-4o-2024-05-13","DW1","Health",-0.09124755239,-6.30159708017,-0.1196279636,-0.06286714119
2,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.05106730379,-3.91498588484,-0.07663318811,-0.02550141948
2,"gpt-4o-2024-05-13","DW1","Defense",-0.01630263361,-1.13600074089,-0.04442988174,0.01182461453
2,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04831469507,-4.73080365588,-0.06833139184,-0.0282979983
2,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02264606932,-1.95862045014,-0.04530767292,1.553429e-05
3,"gpt-4o-2024-05-13","DW1","Health",-0.09579294163,-6.64328355147,-0.12405467608,-0.06753120719
3,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04713093247,-3.46385444087,-0.07379918074,-0.0204626842
3,"gpt-4o-2024-05-13","DW1","Defense",-0.02303186828,-1.61573086855,-0.05097069967,0.00490696312
3,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04867682332,-4.75290481581,-0.06874977329,-0.02860387335
3,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.0269553994,-2.3399296227,-0.04953369044,-0.00437710837
4,"gpt-4o-2024-05-13","DW1","Health",-0.09519448329,-6.65282218887,-0.12323938716,-0.06714957942
4,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04254671215,-3.27477835466,-0.06801103811,-0.01708238619
4,"gpt-4o-2024-05-13","DW1","Defense",-0.01350916707,-0.94229625882,-0.0416080592,0.01458972505
4,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04886841901,-4.59354705036,-0.06971948251,-0.02801735551
4,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02524919334,-2.22982151478,-0.04744267799,-0.00305570868
5,"gpt-4o-2024-05-13","DW1","Health",-0.09709397938,-6.79568437208,-0.12509714908,-0.06909080968
5,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04463218857,-3.34073780931,-0.07081726718,-0.01844710996
5,"gpt-4o-2024-05-13","DW1","Defense",-0.01601256318,-1.11531765249,-0.04415167411,0.01212654774
5,"gpt-4o-2024-05-13","DW1","Government Operations",-0.05239385111,-4.99873047585,-0.07293707937,-0.03185062285
5,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02411464964,-2.11836957994,-0.04642607502,-0.00180322427
6,"gpt-4o-2024-05-13","DW1","Health",-0.09541919116,-6.63490006552,-0.12360622883,-0.06723215348
6,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04587983868,-3.39429252641,-0.07237220218,-0.01938747518
6,"gpt-4o-2024-05-13","DW1","Defense",-0.01260385585,-0.87738406546,-0.04075926066,0.01555154896
6,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04908602608,-4.64046533102,-0.06981818038,-0.02835387178
6,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02589054517,-2.2844497386,-0.04810356883,-0.00367752152
7,"gpt-4o-2024-05-13","DW1","Health",-0.09556166406,-6.59875035619,-0.12394543519,-0.06717789293
7,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04672869131,-3.56841297567,-0.07239459732,-0.02106278531
7,"gpt-4o-2024-05-13","DW1","Defense",-0.01586536136,-1.1266562265,-0.04346520604,0.01173448333
7,"gpt-4o-2024-05-13","DW1","Government Operations",-0.0461618329,-4.56725796813,-0.06597142776,-0.02635223805
7,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02336536503,-2.01907474539,-0.04604668183,-0.00068404823
8,"gpt-4o-2024-05-13","DW1","Health",-0.09351036104,-6.4841270597,-0.12177583735,-0.06524488473
8,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04364658461,-3.25187167336,-0.06995319892,-0.0173399703
8,"gpt-4o-2024-05-13","DW1","Defense",-0.0125399385,-0.88299487113,-0.04037455979,0.01529468278
8,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04891866986,-4.85134853363,-0.06868200585,-0.02915533386
8,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.01950226436,-1.66280124004,-0.04248981984,0.00348529112
9,"gpt-4o-2024-05-13","DW1","Health",-0.09573103368,-6.62678965874,-0.12404480066,-0.0674172667
9,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04695022889,-3.58065250213,-0.0726496671,-0.02125079069
9,"gpt-4o-2024-05-13","DW1","Defense",-0.01690311409,-1.19525815898,-0.04462055288,0.01081432469
9,"gpt-4o-2024-05-13","DW1","Government Operations",-0.04697925664,-4.72963874025,-0.06644747738,-0.02751103589
9,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02315935221,-2.01018252965,-0.04574013558,-0.00057856884
10,"gpt-4o-2024-05-13","DW1","Health",-0.09464129748,-6.40142612156,-0.12361820528,-0.06566438968
10,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.04690273054,-3.43750754651,-0.0736452646,-0.02016019648
10,"gpt-4o-2024-05-13","DW1","Defense",-0.01799294281,-1.43614500501,-0.04254862469,0.00656273907
10,"gpt-4o-2024-05-13","DW1","Government Operations",-0.05373344363,-4.67000857865,-0.07628492561,-0.03118196166
10,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02703164266,-2.33803593607,-0.04969213527,-0.00437115005
11,"gpt-4o-2024-05-13","DW1","Health",-0.09970960943,-7.19413825925,-0.12687439781,-0.07254482105
11,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.05731829859,-4.2921907686,-0.08349183257,-0.03114476462
11,"gpt-4o-2024-05-13","DW1","Defense",-0.01197108691,-0.89305919113,-0.03824358871,0.01430141488
11,"gpt-4o-2024-05-13","DW1","Government Operations",-0.05809633645,-5.15699893272,-0.08017637342,-0.03601629948
11,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02831149478,-2.41101604436,-0.05132648477,-0.00529650479
12,"gpt-4o-2024-05-13","DW1","Health",-0.10204745928,-6.94050594355,-0.13086514873,-0.07322976983
12,"gpt-4o-2024-05-13","DW1","Banking, Finance & Domestic Commerce",-0.08941173129,-5.93848014482,-0.11892160062,-0.05990186195
12,"gpt-4o-2024-05-13","DW1","Defense",-0.02190488172,-1.99747884983,-0.0433983655,-0.00041139794
12,"gpt-4o-2024-05-13","DW1","Government Operations",-0.06677301377,-6.44471709592,-0.08707998771,-0.04646603983
12,"gpt-4o-2024-05-13","DW1","Public Lands & Water Management",-0.02698240966,-2.38363800729,-0.0491688956,-0.00479592371
1,"gpt-5-mini","Senate","Health",0.32506527415,19.2016460247,0.29188498174,0.35824556657
1,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.27974947808,19.28391811772,0.25131651656,0.3081824396
1,"gpt-5-mini","Senate","Defense",0.29411764706,15.96392808804,0.25800748719,0.33022780693
1,"gpt-5-mini","Senate","Government Operations",0.29211746522,23.10122307203,0.26733350858,0.31690142187
1,"gpt-5-mini","Senate","Public Lands & Water Management",0.38482384824,26.30720606125,0.35615334324,0.41349435324
2,"gpt-5-mini","Senate","Health",0.3275862069,19.16019136996,0.29407625102,0.36109616277
2,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.27983539095,19.42845371393,0.25160528597,0.30806549592
2,"gpt-5-mini","Senate","Defense",0.2873015873,15.93147785477,0.25195641914,0.32264675546
2,"gpt-5-mini","Senate","Government Operations",0.29131437356,23.11864974309,0.26661718377,0.31601156335
2,"gpt-5-mini","Senate","Public Lands & Water Management",0.38677536232,26.37994054618,0.35803891468,0.41551180996
3,"gpt-5-mini","Senate","Health",0.324,18.95393824903,0.29049623299,0.35750376701
3,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28778467909,19.75087837317,0.25922657673,0.31634278145
3,"gpt-5-mini","Senate","Defense",0.27401574803,15.47678311595,0.23931467396,0.30871682211
3,"gpt-5-mini","Senate","Government Operations",0.29946112394,23.55745404535,0.27454616426,0.32437608362
3,"gpt-5-mini","Senate","Public Lands & Water Management",0.38686131387,26.28895005964,0.35801899645,0.41570363129
4,"gpt-5-mini","Senate","Health",0.32727272727,19.34863917276,0.29412089924,0.36042455531
4,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28861788618,19.97456691467,0.26029783976,0.3169379326
4,"gpt-5-mini","Senate","Defense",0.2826446281,15.43478379153,0.24675340351,0.31853585269
4,"gpt-5-mini","Senate","Government Operations",0.29385640266,23.70382395797,0.26955872112,0.31815408421
4,"gpt-5-mini","Senate","Public Lands & Water Management",0.38663053297,26.40769408566,0.35793503546,0.41532603048
5,"gpt-5-mini","Senate","Health",0.32765399738,19.27716937881,0.29434049467,0.36096750008
5,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28657921292,19.9460068072,0.25841894297,0.31473948286
5,"gpt-5-mini","Senate","Defense",0.29173419773,15.93704462265,0.25585624582,0.32761214964
5,"gpt-5-mini","Senate","Government Operations",0.29465648855,23.38637918964,0.26996193876,0.31935103834
5,"gpt-5-mini","Senate","Public Lands & Water Management",0.38237965486,26.10056589988,0.35366570456,0.41109360516
6,"gpt-5-mini","Senate","Health",0.32421875,19.18961568893,0.29110411741,0.35733338259
6,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28645294726,19.69691672333,0.25794912264,0.31495677188
6,"gpt-5-mini","Senate","Defense",0.2753164557,15.49066624169,0.24048190894,0.31015100245
6,"gpt-5-mini","Senate","Government Operations",0.29371688115,23.43128585244,0.26914825473,0.31828550757
6,"gpt-5-mini","Senate","Public Lands & Water Management",0.39059674503,26.61700346753,0.3618348465,0.41935864355
7,"gpt-5-mini","Senate","Health",0.324,18.95393824903,0.29049623299,0.35750376701
7,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.29078014184,20.11037538188,0.2624406109,0.31911967279
7,"gpt-5-mini","Senate","Defense",0.28325508607,15.88644231239,0.24830895048,0.31820122166
7,"gpt-5-mini","Senate","Government Operations",0.29240214889,23.19737844696,0.267696871,0.31710742678
7,"gpt-5-mini","Senate","Public Lands & Water Management",0.38628158845,26.40018564997,0.35760383552,0.41495934137
8,"gpt-5-mini","Senate","Health",0.32882273342,19.02191296857,0.29494177119,0.36270369565
8,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28760162602,19.92514224744,0.25931129705,0.31589195498
8,"gpt-5-mini","Senate","Defense",0.28858024691,16.20792864545,0.25368332066,0.32347717316
8,"gpt-5-mini","Senate","Government Operations",0.28723404255,23.02194955242,0.26278049325,0.31168759186
8,"gpt-5-mini","Senate","Public Lands & Water Management",0.38646482636,26.58855922324,0.35797674114,0.41495291158
9,"gpt-5-mini","Senate","Health",0.32634338139,19.21985272864,0.29306418393,0.35962257885
9,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28585858586,19.90081125339,0.25770533493,0.31401183679
9,"gpt-5-mini","Senate","Defense",0.29326923077,16.08674647792,0.25753813183,0.32900032971
9,"gpt-5-mini","Senate","Government Operations",0.2992248062,23.46248266745,0.27422873687,0.32422087553
9,"gpt-5-mini","Senate","Public Lands & Water Management",0.38893844781,26.70363835349,0.36039157567,0.41748531996
10,"gpt-5-mini","Senate","Health",0.33706293706,19.06084035454,0.30240385568,0.37172201845
10,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.29581993569,19.79166588128,0.26652495753,0.32511491386
10,"gpt-5-mini","Senate","Defense",0.282887078,18.40259359368,0.25275825503,0.31301590097
10,"gpt-5-mini","Senate","Government Operations",0.29540140296,23.18560274303,0.2704300396,0.32037276632
10,"gpt-5-mini","Senate","Public Lands & Water Management",0.38623853211,26.18248784314,0.35732555727,0.41515150695
11,"gpt-5-mini","Senate","Health",0.32608695652,18.86571903848,0.29220970597,0.35996420707
11,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.28740875912,21.01864473215,0.26060822922,0.31420928903
11,"gpt-5-mini","Senate","Defense",0.28571428571,17.70344147334,0.25408259926,0.31734597217
11,"gpt-5-mini","Senate","Government Operations",0.28534923339,21.64437970524,0.25950999807,0.31118846871
11,"gpt-5-mini","Senate","Public Lands & Water Management",0.38505203406,25.71862182574,0.35570799984,0.41439606828
12,"gpt-5-mini","Senate","Health",0.33821376281,18.67741621715,0.30272240863,0.37370511699
12,"gpt-5-mini","Senate","Banking, Finance & Domestic Commerce",0.27914614122,21.71128444928,0.25394650899,0.30434577344
12,"gpt-5-mini","Senate","Defense",0.27409638554,19.38704045901,0.24638617134,0.30180659975
12,"gpt-5-mini","Senate","Government Operations",0.29842180775,24.34323532176,0.27439476337,0.32244885213
12,"gpt-5-mini","Senate","Public Lands & Water Management",0.38311688312,25.86683281734,0.35408761239,0.41214615385
1,"gpt-5-nano","Senate","Health",0.32406287787,19.90599636377,0.29215532812,0.35597042762
1,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.29732510288,20.27409020946,0.26858169258,0.32606851318
1,"gpt-5-nano","Senate","Defense",0.29215686275,14.50421717258,0.25267752222,0.33163620327
1,"gpt-5-nano","Senate","Government Operations",0.28934010152,20.01986745354,0.26101343155,0.3176667715
1,"gpt-5-nano","Senate","Public Lands & Water Management",0.3781278962,25.60644074157,0.34918529283,0.40707049957
2,"gpt-5-nano","Senate","Health",0.32881773399,19.93907774408,0.29649573172,0.36113973626
2,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.29587628866,20.18301933309,0.26714387454,0.32460870278
2,"gpt-5-nano","Senate","Defense",0.29941291585,14.77353157493,0.25969062409,0.33913520761
2,"gpt-5-nano","Senate","Government Operations",0.28245787909,19.92362700372,0.25467140878,0.3102443494
2,"gpt-5-nano","Senate","Public Lands & Water Management",0.37618147448,25.25120307965,0.34698278088,0.40538016808
3,"gpt-5-nano","Senate","Health",0.32675709001,19.83383588183,0.29446721266,0.35904696737
3,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.30081300813,20.56926901732,0.27214973081,0.32947628545
3,"gpt-5-nano","Senate","Defense",0.31236897275,14.71584058165,0.27076537334,0.35397257215
3,"gpt-5-nano","Senate","Government Operations",0.28391472868,20.22186059709,0.25639685315,0.31143260421
3,"gpt-5-nano","Senate","Public Lands & Water Management",0.3747645951,25.22257530109,0.34564286188,0.40388632833
4,"gpt-5-nano","Senate","Health",0.33455882353,20.24865405799,0.30217527631,0.36694237075
4,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.31780538302,21.20726758643,0.28843398464,0.3471767814
4,"gpt-5-nano","Senate","Defense",0.29809725159,14.16905080104,0.25686231742,0.33933218575
4,"gpt-5-nano","Senate","Government Operations",0.28627069133,20.28974422215,0.25861729962,0.31392408305
4,"gpt-5-nano","Senate","Public Lands & Water Management",0.36930232558,25.08154650189,0.34044368812,0.39816096305
5,"gpt-5-nano","Senate","Health",0.3300124533,19.88196222542,0.29747982319,0.36254508341
5,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.30020491803,20.45587398948,0.27144101249,0.32896882358
5,"gpt-5-nano","Senate","Defense",0.30526315789,14.44253765581,0.26383658803,0.34668972776
5,"gpt-5-nano","Senate","Government Operations",0.29230769231,20.71973644284,0.26465712103,0.31995826358
5,"gpt-5-nano","Senate","Public Lands & Water Management",0.37662337662,25.5127593895,0.34769007926,0.40555667398
6,"gpt-5-nano","Senate","Health",0.32222222222,19.61761754222,0.29002952863,0.35441491582
6,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.2942408377,19.94778000931,0.26533028001,0.32315139538
6,"gpt-5-nano","Senate","Defense",0.29718875502,14.50711919812,0.25703748525,0.33734002479
6,"gpt-5-nano","Senate","Government Operations",0.30455868089,21.2424327194,0.27645813075,0.33265923103
6,"gpt-5-nano","Senate","Public Lands & Water Management",0.37104506232,24.79792770773,0.34171862152,0.40037150312
7,"gpt-5-nano","Senate","Health",0.3230958231,19.70534077788,0.29095955182,0.35523209437
7,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.3006012024,20.7046483714,0.27214539288,0.32905701193
7,"gpt-5-nano","Senate","Defense",0.29708737864,14.74907273047,0.25760824846,0.33656650882
7,"gpt-5-nano","Senate","Government Operations",0.29556650246,20.6305259603,0.26748676756,0.32364623737
7,"gpt-5-nano","Senate","Public Lands & Water Management",0.37817497648,25.41842293511,0.34901465699,0.40733529597
8,"gpt-5-nano","Senate","Health",0.32881773399,19.93907774408,0.29649573172,0.36113973626
8,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.29871414441,20.74558109863,0.27049276262,0.32693552621
8,"gpt-5-nano","Senate","Defense",0.30623818526,15.27643384637,0.26694787576,0.34552849475
8,"gpt-5-nano","Senate","Government Operations",0.29116465863,20.22069088689,0.26294246545,0.31938685182
8,"gpt-5-nano","Senate","Public Lands & Water Management",0.3752362949,25.20037654306,0.34605222209,0.4044203677
9,"gpt-5-nano","Senate","Health",0.33660933661,20.31703255527,0.30413696768,0.36908170554
9,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.28888888889,20.04859564907,0.26064691984,0.31713085794
9,"gpt-5-nano","Senate","Defense",0.30177514793,14.79850135564,0.26180701824,0.34174327762
9,"gpt-5-nano","Senate","Government Operations",0.30201342282,21.23740327999,0.27414111547,0.32988573017
9,"gpt-5-nano","Senate","Public Lands & Water Management",0.37897782064,25.14851771313,0.34944196934,0.40851367193
10,"gpt-5-nano","Senate","Health",0.32494004796,20.0301013087,0.29314436299,0.35673573293
10,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.30769230769,18.92108054232,0.27581961205,0.33956500334
10,"gpt-5-nano","Senate","Defense",0.30285714286,15.09758014483,0.2635403062,0.34217397951
10,"gpt-5-nano","Senate","Government Operations",0.31020680454,25.95593608384,0.28678271524,0.33363089383
10,"gpt-5-nano","Senate","Public Lands & Water Management",0.37608695652,23.54212652362,0.34477640821,0.40739750483
11,"gpt-5-nano","Senate","Health",0.31967213115,20.02589179459,0.28838534151,0.35095892079
11,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.2943107221,19.51816805802,0.26475680014,0.32386464406
11,"gpt-5-nano","Senate","Defense",0.29473684211,14.08504022745,0.25372356943,0.33575011478
11,"gpt-5-nano","Senate","Government Operations",0.30571428571,24.82118105181,0.28157405692,0.32985451451
11,"gpt-5-nano","Senate","Public Lands & Water Management",0.36830601093,23.09038907152,0.33704337111,0.39956865074
12,"gpt-5-nano","Senate","Health",0.32524271845,19.92339198534,0.29324696115,0.35723847574
12,"gpt-5-nano","Senate","Banking, Finance & Domestic Commerce",0.29559118236,20.45824092198,0.2672726151,0.32390974963
12,"gpt-5-nano","Senate","Defense",0.28216374269,16.39213914234,0.24842618296,0.31590130242
12,"gpt-5-nano","Senate","Government Operations",0.3065231159,26.41048391528,0.28377554832,0.32927068347
12,"gpt-5-nano","Senate","Public Lands & Water Management",0.3752688172,23.62848051022,0.34414056222,0.40639707219
1,"gpt-5-mini","Democrat","Health",0.65535248042,38.1534620932,0.62168666903,0.68901829181
1,"gpt-5-mini","Democrat","Banking, Finance & Domestic Commerce",0.57724425887,36.15659138037,0.54595320199,0.60853531576
1,"gpt-5-mini","Democrat","Defense",0.58333333333,29.2623635409,0.54426224727,0.6224044194
1,"gpt-5-mini","Democrat","Government Operations",0.59737248841,43.80338733955,0.57064330983,0.62410166699
1,"gpt-5-mini","Democrat","Public Lands & Water Management",0.58084914182,39.1552480133,0.5517740253,0.60992425835
2,"gpt-5-mini","Democrat","Health",0.64986737401,37.39826219427,0.61580919662,0.68392555139
