"","headline","headline.type","magnitude","confidence","custom_id","company_name","prompt_type","explanation","input_tokens","output_tokens","headline.type.num","date","permno","ret","ret_fd1","ret_fd5","ret_fd10","ret_ld1","ret_ld2","ret_ld3"
"8910","UPDATE: Gilead Says Biktarvy Showed No Treatment-Emergent Resistance","positive",0.8,0.9,17793,"GILEAD SCIENCES INC",7,"the news is positive because it indicates that gilead's drug biktarvy has shown no treatment-emergent resistance, which is a favorable outcome for the drug's efficacy and market potential.",140,75,2,"2019-03-06",77274,-2.28296518325806,-0.619833776727319,4.49777795731365,3.66839285803839,-1.61955319344997,-2.4541776624029,-0.968928438515149
"8911","Gilead Reports Presented New Data On Biktarvy, TAF-Based Regimens For Treatment Of HIV-1: Through Week 48, Biktarvy Maintained High Rates Of Virologic Suppression With Low Incidence Of Study Drug-Related Adverse Events,","positive",0.8,0.9,17801,"GILEAD SCIENCES INC",7,"the news reports that gilead's biktarvy maintained high rates of virologic suppression with low incidence of adverse events, indicating successful treatment outcomes and safety, which is positive for the company.",178,76,2,"2019-03-06",77274,-2.28296518325806,-0.619833776727319,4.49777795731365,3.66839285803839,-1.61955319344997,-2.4541776624029,-0.968928438515149
"8912","Gilead Announces Its DISCOVER Trial Meets Primary And Secondary Endpoints And Will Support Supplemental Regulatory Filing For Descovy For Pre-Exposure Prophylaxis","positive",0.8,0.9,17809,"GILEAD SCIENCES INC",7,"the news is positive because the discover trial meeting its primary and secondary endpoints indicates successful results, which will support a supplemental regulatory filing for descovy for pre-exposure prophylaxis, potentially leading to expanded use and increased revenue.",153,82,2,"2019-03-06",77274,-2.28296518325806,-0.619833776727319,4.49777795731365,3.66839285803839,-1.61955319344997,-2.4541776624029,-0.968928438515149
"8913","Sam Zell, Interviewing On CNBC, Says He Bought Gold But It Has Not Been An Efficient Hedge","negative",0.6,0.8,17825,"SPDR GOLD TRUST",7,"the statement suggests that while sam zell bought gold, he found it to be an inefficient hedge, which reflects poorly on the performance of spdr gold trust.",138,66,0,"2019-03-06",90448,-0.090371846454218,-0.0822288275230676,1.83372720914083,2.11331273180504,0.131625263020396,-0.131273405011878,-1.83079006534462
"8914","GlycoMimetics Q4 EPS $(0.32) Misses $(0.30) Estimate","negative",0.7,0.8,17833,"GLYCOMIMETICS INC",7,"the news is negative because glycomimetics reported a q4 eps of $(0.32), which is worse than the estimated $(0.30), indicating a larger-than-expected loss.",146,75,0,"2019-03-06",14431,-3.41880023479462,-2.56637129932642,3.98229888823811,13.8938023820625,-1.84563975781202,-7.65588205977772,-4.80065208936161
"8915","GeoPark Q4 Sales $151.2M Miss $152.85M Estimate","negative",0.6,0.8,17841,"GEOPARK LTD",7,"the news is negative because geopark's q4 sales of $151.2m missed the estimate of $152.85m, indicating a performance below market expectations.",135,69,0,"2019-03-06",14493,-3.00518106669188,0.534190097823739,2.45727030346314,-0.373930045522786,-0.822198670357466,0.0518315827436,0.573208419211158
"8916","Guidewire Software shares are trading higher after the company reported better-than-expected Q2 EPS and sales results; the company also issued Q3 sales guidance above analyst estimates.","positive",0.8,0.9,17849,"GUIDEWIRE SOFTWARE INC",7,"the news is positive because guidewire software reported better-than-expected q2 eps and sales results and issued q3 sales guidance above analyst estimates, which are favorable indicators for the company's performance.",153,73,2,"2019-03-06",13181,-1.59344580024481,4.34883423149586,8.18875997953881,9.38006083154286,1.7486996948719,-6.15253366861472,-4.22934089490345
"8917","Guidewire Sees Q3 Adj. EPS $0.05-$0.09 vs $0.05 Estimate, Sales $152.5M-$156.5M vs $148.6M Est.; FY19 Adj. EPS $1.35-$1.41 vs $1.30 Est., Sales $725M-$732M vs $728.7M Est.","positive",0.8,0.9,17857,"GUIDEWIRE SOFTWARE INC",7,"guidewire software inc. reported q3 and fy19 adjusted eps and sales estimates that are generally above or in line with market expectations, indicating strong financial performance.",197,67,2,"2019-03-06",13181,-1.59344580024481,4.34883423149586,8.18875997953881,9.38006083154286,1.7486996948719,-6.15253366861472,-4.22934089490345
"8918","Guidewire Software Q2 EPS $0.34 Beats $0.19 Estimate, Sales $169.266M Beat $159.75M Estimate","positive",0.8,0.9,17865,"GUIDEWIRE SOFTWARE INC",7,"the news is positive because guidewire software's q2 eps and sales both exceeded estimates, indicating better-than-expected financial performance.",150,61,2,"2019-03-06",13181,-1.59344580024481,4.34883423149586,8.18875997953881,9.38006083154286,1.7486996948719,-6.15253366861472,-4.22934089490345
"8919","Guidewire Software's Q2 Earnings Outlook","neutral",0.5,0.7,17873,"GUIDEWIRE SOFTWARE INC",7,"the headline simply states that it is an outlook for guidewire software's q2 earnings without indicating whether the outlook is positive or negative.",128,66,1,"2019-03-06",13181,-1.59344580024481,4.34883423149586,8.18875997953881,9.38006083154286,1.7486996948719,-6.15253366861472,-4.22934089490345
"8920","Hain Celestial Group Option Alert: Jan 17 $20 Puts at the Ask: 1000 @ $2.5 vs 85 OI; Ref=$20.44","negative",0.7,0.8,17881,"HAIN CELESTIAL GROUP INC",7,"the purchase of 1000 put options at the ask price suggests that investors are betting on the stock price of hain celestial group to decline, which is generally a negative indicator.",164,72,0,"2019-03-06",80167,1.96560006588697,3.90361174941063,8.14458062548564,8.24095917544971,3.93258668482304,5.71428771618974,3.45704271397083
"8921","Hudson Technologies Q4 EPS $(0.19) Misses $(0.16) Estimate, Sales $25.7M Beat $23.95M Estimate","neutral",0.3,0.6,17889,"HUDSON TECHNOLOGIES INC",7,"the news is mixed as hudson technologies missed the eps estimate but beat the sales estimate.",155,52,1,"2019-03-06",81084,3.59712764620781,18.0555537343025,29.8611058005656,42.3611015988678,6.92307949066162,12.0967719513487,10.3174598872786
"8922","Loop Capital Downgrades Hexcel to Hold","negative",0.8,0.9,17905,"HEXCEL CORP NEW",7,"a downgrade from loop capital to hold suggests a less favorable outlook on hexcel's stock performance, which is generally perceived as negative news.",129,62,0,"2019-03-06",61567,-1.08069702982902,-0.0567549839615821,-1.83030773345558,-2.28433682365784,-0.488824676722288,-1.92704953791296,-1.23371138142189
"8923","Horizon Pharma Exec VP Geoffrey Curtis, Responding To Tues. Evening Chatter Co.'s $300M Offering Was Cancelled/Delayed, Confirms To Benzinga Co. Has Not Cancelled Its Ordinary Share Offering Announced Mon. Afternoon","neutral",0.2,0.8,17913,"HORIZON THERAPEUTICS PLC",7,"the news clarifies that the company's $300m offering has not been cancelled or delayed, which neither adds positive nor negative sentiment but rather addresses and corrects a rumor.",177,69,1,"2019-03-06",12919,-6.39235824346542,1.33438054472208,6.39717858548141,9.41915115915044,-2.8204245492816,-3.40667490475663,-6.17028931741515
"8924","Infinity Pharmaceuticals shares are trading higher after the company announced an agreement for the right to receive royalty payments on sales of COPIKTRA, payable by Verastem.","positive",0.8,0.9,17929,"INFINITY PHARMACEUTICALS INC",7,"the news is positive because the agreement to receive royalty payments on sales of copiktra provides infinity pharmaceuticals with a new revenue stream.",159,61,2,"2019-03-06",88434,4.26829606294632,-9.35672968626022,-9.94152467468549,1.75438452596988,2.49999761581421,3.14465104616191,4.45859432020219
"8925","Infinity Pharmaceuticals Announces Royalty Monetization Of COPIKTRA For $30M Gross Proceeds","positive",0.7,0.8,17937,"INFINITY PHARMACEUTICALS INC",7,"the news is positive as it indicates that infinity pharmaceuticals has successfully monetized royalties from copiktra, resulting in a significant $30 million in gross proceeds, which can be beneficial for the company's financial health.",146,76,2,"2019-03-06",88434,4.26829606294632,-9.35672968626022,-9.94152467468549,1.75438452596988,2.49999761581421,3.14465104616191,4.45859432020219
"8926","Citigroup Maintains Neutral on Inter Parfums, Raises Price Target to $79","neutral",0.5,0.8,17945,"INTERMEDIATE PARFUMS INC",7,"the news is neutral because while citigroup maintains a neutral rating on inter parfums, it also raises the price target to $79, indicating a balanced outlook.",141,68,1,"2019-03-06",11884,0.47127129510045,-0.709936069324613,-4.2215952598177,-3.41023694736352,2.2265613079071,4.34609836551672,6.42538389144756
"8927","J&J Says Weighted Average Cost Of Spravato Is $590-$885/Treatment Session","neutral",0.2,0.8,17953,"JOHNSON & JOHNSON",7,"the news simply states the cost of a treatment session for spravato without indicating any positive or negative implications for johnson & johnson.",139,61,1,"2019-03-06",22111,0.230591674335301,-0.611108541488647,0.230072134391812,-1.29412834934547,0.209422688931227,0.303576533848315,1.55884432010509
"8928","Johnson & Johnson Option Alert: Mar 15 $142 Calls Sweep (2) near the Ask: 1000 @ $0.201 vs 260 OI; Earnings 4/16 Before Open [est] Ref=$138.94","neutral",0.3,0.7,17961,"JOHNSON & JOHNSON",7,"the news is about an options trade, which does not inherently indicate positive or negative sentiment about johnson & johnson's performance or outlook.",169,61,1,"2019-03-06",22111,0.230591674335301,-0.611108541488647,0.230072134391812,-1.29412834934547,0.209422688931227,0.303576533848315,1.55884432010509
"8929","The St. Joe Company And HomeCorp Announce Joint Venture For Watersound, FL Apartments","positive",0.8,0.9,17969,"ST JOE CO",7,"the announcement of a joint venture for new apartments in watersound, fl suggests growth and expansion for the st. joe company, which is generally seen as a positive development.",136,69,2,"2019-03-06",76123,-2.3932721465826,-0.463881343603134,3.11464709168499,6.29556483726146,-1.71646233648062,-1.90355456425194,-0.51480008021364
"8930","A Preview Of Kroger's Q4 Earnings","neutral",0.3,0.7,17977,"KROGER CO",7,"the headline is neutral as it simply indicates a preview of kroger's q4 earnings without providing any specific positive or negative information about the company's performance.",127,65,1,"2019-03-06",16678,-1.65974944829941,-9.95077341794968,-13.0450105724419,-15.6469788005869,0.977656058967114,3.21199003328401,-1.39788558984026
"8931","S&P Upgrades Kratos Defense & Security Solutions From B To B+; Outlook Lowered From Positive To Stable","positive",0.6,0.8,17985,"KRATOS DEFENSE & SECUR SOLS INC",7,"the upgrade from b to b+ is a positive development, indicating improved creditworthiness, although the outlook being lowered from positive to stable tempers the overall positivity.",155,67,2,"2019-03-06",87430,-1.36498240754008,-1.38388350605965,-4.21179736907615,-2.70758568975523,2.05935891717672,0.837829545067081,-1.97789494414711
"8932","Kratos Reports Its Space & Missile Defense Systems Unit, Partnered With Corvid Technologies, Wins 5-Year, Single Award $223M Contract To Deliver Sub-Orbital Flight Vehicles To US Navy","positive",0.8,0.9,17993,"KRATOS DEFENSE & SECUR SOLS INC",7,"the news is positive because kratos defense & security solutions inc. has won a significant $223 million contract with the us navy, indicating strong business performance and potential future growth.",172,70,2,"2019-03-06",87430,-1.36498240754008,-1.38388350605965,-4.21179736907615,-2.70758568975523,2.05935891717672,0.837829545067081,-1.97789494414711
"8933","Kratos Wins $20.8M In Unmanned Aerial Drone System Contract Awards","positive",0.8,0.9,18001,"KRATOS DEFENSE & SECUR SOLS INC",7,"the news is positive because winning a $20.8 million contract for unmanned aerial drone systems indicates a significant business achievement and potential revenue growth for kratos defense & security solutions inc.",150,72,2,"2019-03-06",87430,-1.36498240754008,-1.38388350605965,-4.21179736907615,-2.70758568975523,2.05935891717672,0.837829545067081,-1.97789494414711
"8934","B. Riley FBR Initiates Coverage On KVH Industries with Buy Rating","positive",0.8,0.9,18009,"K V H INDUSTRIES INC",7,"the initiation of coverage with a buy rating by b. riley fbr suggests a positive outlook on kvh industries' stock, indicating confidence in the company's future performance.",137,68,2,"2019-03-06",83390,1.71102043241262,-0.934574101120234,-0.280371344805086,0.560751596899811,-5.22522442042828,-6.23885743274581,-7.39435942889631
"8935","Leidos Wins $962M Contract By US Navy's Space, Naval Warfare Systems Center Atlantic For Engineering, Info Warfare Services For Cyber Missions","positive",0.8,0.9,18017,"LEIDOS HOLDINGS INC",7,"winning a $962m contract from the us navy's space, naval warfare systems center atlantic for engineering and information warfare services for cyber missions is a significant achievement that is likely to positively impact leidos holdings inc.'s financial performance and reputation.",147,83,2,"2019-03-06",91547,-0.865056645125151,-0.951925292611122,0.50769428862607,0.876807523465373,-0.811227224767208,-2.15451135039727,-1.56370116567951
"8936","Ligand Pharmaceuticals shares are trading lower after the company cut FY19 guidance and announced the sale of its Promacta assets and royalty for $827 million.","negative",0.8,0.9,18025,"LIGAND PHARMACEUTICALS INC",7,"the news is negative because the company cut its fy19 guidance, which typically indicates lower-than-expected financial performance, and the shares are trading lower as a result.",160,68,0,"2019-03-06",78081,-11.6822846233845,-0.112650322262198,9.19076341767033,16.1284276059794,-1.69533118605614,-4.53537748579617,-2.79658374728834
"8937","Credit Suisse Downgrades Lennox International to Neutral","negative",0.7,0.9,18033,"LENNOX INTERNATIONAL INC",7,"the downgrade from credit suisse to a 'neutral' rating suggests a less favorable outlook for lennox international, which is generally perceived negatively by investors.",130,64,0,"2019-03-06",87034,-0.690347794443369,-0.804915186017752,0.914671369897291,4.30911449221876,0.933129526674748,0.855045077341532,0.99897935513642
"8938","Lincoln Educational Services Corporation Q4 EPS $0.20 Misses $0.33 Estimate, Sales $70.113M Beat $68.6M Estimate","neutral",0.5,0.7,18041,"LINCOLN EDUCATIONAL SVCS CORP",7,"the news is mixed as lincoln educational services corporation missed the eps estimate but beat the sales estimate.",160,54,1,"2019-03-06",90735,-1.87499821186066,0.955413095653057,-6.36942776638212,-2.22930428183917,1.58730000257492,1.91082610938815,0.946371248094824
"8939","Logitech CEO Says Co. Does Not Need M&A To Reach Growth Targets","positive",0.7,0.8,18049,"LOGITECH INTERNATIONAL SA",7,"the news is positive because it indicates that logitech is confident in its ability to achieve growth targets without relying on mergers and acquisitions, suggesting strong internal capabilities and a solid business strategy.",135,70,2,"2019-03-06",84621,1.48344738408923,-1.43566438928246,-1.12242309193845,-1.2268366980133,-0.316870701499283,-0.605580679496243,0.47910649691747
"8940","Logitech CEO Says Co. Could Make Bigger Takeovers Than Previously, Could Be Within $1B-$2B Range","positive",0.8,0.9,18057,"LOGITECH INTERNATIONAL SA",7,"the news indicates that logitech is in a strong financial position to consider larger acquisitions, which is generally seen as a positive sign of growth and confidence in the company's future.",144,68,2,"2019-03-06",84621,1.48344738408923,-1.43566438928246,-1.12242309193845,-1.2268366980133,-0.316870701499283,-0.605580679496243,0.47910649691747
"8941","Logitech Late Tuesday Announced It Is Reaffirming FY19 Guidance, Sees Sales Growth 9%-11% And Sees FY20 Mid-To-High Single Digit Sales Growth","positive",0.8,0.9,18065,"LOGITECH INTERNATIONAL SA",7,"the news is positive because logitech is reaffirming its fy19 guidance and projecting sales growth, indicating confidence in its financial performance.",157,60,2,"2019-03-06",84621,1.48344738408923,-1.43566438928246,-1.12242309193845,-1.2268366980133,-0.316870701499283,-0.605580679496243,0.47910649691747
"8942","LyondellBasell Industries shares are trading higher after Goldman Sachs upgraded the company's stock from Neutral to Buy.","positive",0.8,0.9,18081,"LYONDELLBASELL INDUSTRIES N V",7,"the news is positive because goldman sachs upgraded lyondellbasell industries' stock from neutral to buy, which typically indicates confidence in the company's future performance and can lead to increased investor interest.",151,73,2,"2019-03-06",12345,6.11031763255596,-2.40869540721178,-0.425728038952256,-3.28254571817742,-1.15158138796687,-1.09347476683269,-0.480505947894294
"8943","Goldman Sachs Upgrades LyondellBasell Industries to Buy","positive",0.8,0.9,18089,"LYONDELLBASELL INDUSTRIES N V",7,"the upgrade of lyondellbasell industries to 'buy' by goldman sachs is a positive indicator, suggesting confidence in the company's future performance.",143,64,2,"2019-03-06",12345,6.11031763255596,-2.40869540721178,-0.425728038952256,-3.28254571817742,-1.15158138796687,-1.09347476683269,-0.480505947894294
"8944","Miller Industries Q4 EPS $0.95 Up From $0.81 YoY, Sales $180M Up From $159.716M YoY","positive",0.8,0.9,18097,"MILLER INDUSTRIES INC TENN",7,"the news is positive because both the eps (earnings per share) and sales have increased year-over-year, indicating improved financial performance.",156,62,2,"2019-03-06",80828,-1.95178035646677,-3.22013609111309,-2.37119838389634,-5.68836420873753,-0.655829906463623,1.63360956975513,2.7425546089819
"8945","MediciNova Announces MN-001 Research Collaboration with Jikei University School of Medicine in Tokyo, Japan","positive",0.8,0.9,18105,"MEDICINOVA INC",7,"the announcement of a research collaboration with a reputable institution like jikei university school of medicine is generally seen as a positive development for medicinova inc.",141,66,2,"2019-03-06",91672,-1.88013911247253,-2.03592889010906,5.26945568302222,2.15568032036226,-1.61849018186331,-7.49999574894562,-6.99452927733977
"8946","Marinus Pharmaceuticals Initiates Phase 3 Study In Children With PCDH19-Related Epilepsy","positive",0.8,0.9,18113,"MARINUS PHARMACEUTICALS INC",7,"the initiation of a phase 3 study indicates progress in the development of a treatment, which is generally seen as a positive development for the company.",151,64,2,"2019-03-06",14815,1.31578827276826,-2.07792017608881,-4.15584020947375,1.55844633111222,6.74157366156578,8.88252004649781,10.7871687365735
"8947","MSCI Appoints Andrew C. Wiechmann Interim Chief Financial Officer","neutral",0.2,0.8,18121,"M S C I INC",7,"the appointment of an interim chief financial officer is a routine corporate action and does not inherently indicate a positive or negative impact on the company.",134,62,1,"2019-03-06",92402,-0.644744234159589,-2.3597601801157,-0.466593451504582,2.95505440776962,0.27249117847532,-1.3353705461105,1.59701014607934
"8948","Materialize shares are trading lower after the company reported worse-than-expected Q4 EPS results.","negative",0.8,0.9,18129,"MATERIALISE NV",7,"the news is negative because it reports that materialise shares are trading lower due to worse-than-expected q4 eps results.",134,60,0,"2019-03-06",14705,-13.0151823163032,-6.35910481214523,-4.73816187881276,4.9875255147728,0.326449261046946,-2.38220684506776,-3.95833432466556
"8949","Materialise Q4 EPS $0.01 Misses $0.05 Estimate, Sales $56.12M Beat $55.1M Estimate","neutral",0.5,0.7,18137,"MATERIALISE NV",7,"the news is mixed as materialise nv missed the eps estimate but beat the sales estimate.",146,53,1,"2019-03-06",14705,-13.0151823163032,-6.35910481214523,-4.73816187881276,4.9875255147728,0.326449261046946,-2.38220684506776,-3.95833432466556
"8950","Micron Shares Down ~4% As Hearing Cleveland Research Earlier Made Cautious Comments On Name","negative",0.8,0.9,18145,"MICRON TECHNOLOGY INC",7,"the news is negative because micron shares are down approximately 4% following cautious comments from cleveland research, indicating a negative market reaction.",139,62,0,"2019-03-06",53613,-5.15129119157791,-0.263639539480209,2.37279598037905,5.80016012381672,-2.60594170540571,-3.82395404330809,-2.17710216216147
"8951","Myriad Highlights Publication Of Expanded Carrier Screen Study In Genetics In Medicine","positive",0.8,0.9,18153,"MYRIAD GENETICS INC",7,"the news highlights a publication in a reputable journal, which suggests a positive development and recognition of myriad genetics inc.'s research efforts.",137,62,2,"2019-03-06",82508,-3.88120040297508,1.43960621207952,14.1502770756707,16.0112412856295,-2.62898821383715,-3.92347908826246,-4.51176750955659
"8952","Newmont Mining Says Initial Talks With Barrick Gold On Nevada Joint Venture Were 'Productive, A Good Starting Point'","positive",0.7,0.8,18177,"NEWMONT CORP",7,"the news indicates that the initial talks between newmont mining and barrick gold on a nevada joint venture were productive and a good starting point, suggesting potential future collaboration and positive outcomes.",143,71,2,"2019-03-06",21207,-3.53623367846012,0.241405656561255,3.83222839733035,2.20277477338884,0.145135668572038,2.01064553293973,1.11371949603576
"8953","'How Many Streaming Subscribers Can Disney+ Get? More Than Netflix Has, Analyst Says' -Barron's Article","negative",0.7,0.8,18193,"NETFLIX INC",7,"the headline suggests that disney+ could surpass netflix in streaming subscribers, which implies a potential threat to netflix's market dominance.",140,59,0,"2019-03-06",89393,1.49872926995158,-1.94932837039232,0.444928122985777,4.3408179612723,0.928663183003664,-0.845186219242755,-1.06116117687984
"8954","The First 5G ETF Arrives","neutral",0.5,0.7,18201,"NOKIA CORP",7,"the news about the arrival of the first 5g etf does not directly mention or impact nokia corp specifically, making it neutral in relation to the company.",126,68,1,"2019-03-06",87128,-0.97402511164546,-1.14753600209951,0.655737105990251,3.1147550871317,1.31578827276826,0.818325945950438,1.14942028592921
"8955","Norfolk Southern Exec Presenting At JP Morgan's Aviation, Transportation, Industrials Conference Says Targeting Operating Ratio Of 60% For FY21","positive",0.8,0.9,18209,"NORFOLK SOUTHERN CORP",7,"the news is positive because targeting an operating ratio of 60% for fy21 indicates a focus on improving efficiency and profitability, which is generally favorable for investors and stakeholders.",155,69,2,"2019-03-06",64311,0.618536956608295,-0.128532317467034,0.475014406378804,-0.380019985425573,-1.09010385349393,-0.575836551635744,-0.814281493381597
"8956","New York Times Option Alert: Apr 18 $33 Puts Sweep (33) near the Ask: 942 @ $1.0 vs 79 OI; Earnings 5/2 Before Open [est] Ref=$33.59","negative",0.7,0.8,18241,"NEW YORK TIMES CO",7,"the news indicates a significant purchase of put options, which suggests that investors are betting on the stock price of new york times co. to decline.",167,64,0,"2019-03-06",47466,-0.713854469358921,-0.389457959681749,3.32534613442121,-0.0898820197477778,1.17363650351763,0.900357905407634,2.3439893864537
"8957","Alden Securities Downgrades OFG Bancorp to Neutral","negative",0.6,0.8,18249,"O F G BANCORP",7,"the downgrade of ofg bancorp by alden securities to a neutral rating is generally perceived as negative news, as it suggests a less favorable outlook on the company's performance.",136,69,0,"2019-03-06",11208,-2.27487925440073,-4.89815808832645,-0.727456567989471,-5.62561452388719,-0.0946991320233792,0.428368160151238,1.98163286114137
"8958","Federal Judge Says PG&E Should Suspend Dividend Until it Complies with Requirement to Clear Tree Branches Near Power Lines","negative",0.8,0.9,18257,"P G & E CORP",7,"the news is negative because it indicates that pg&e is being ordered by a federal judge to suspend its dividend, which can be seen as a punitive measure and may negatively impact investor sentiment.",144,72,0,"2019-03-06",13688,0.273081078194082,3.86709719896317,5.99127666324946,3.92156456464523,1.44044458866119,2.23338708164729,7.51614037738053
"8959","Patterson Companies Shares Dip As Traders Circulate 10-Q Which Mentions A Criminal Investigation Regarding Co.'s Animal Health Subsidiary; BZ NOTE: This News Was Previously Announced","negative",0.8,0.9,18265,"PATTERSON COMPANIES INC",7,"the news mentions a criminal investigation regarding patterson companies' animal health subsidiary, which is generally perceived as negative by traders and investors.",162,60,0,"2019-03-06",78034,-3.48017998039722,-1.00410459563136,2.78411974527495,1.23231615153478,-1.56113924458623,-1.94383958281807,0.665195222962289
"8960","Profire Energy FY18 EPS $0.12 vs $0.09 In FY17, Sales $45.614M vs $38.3M In FY17","positive",0.8,0.9,18273,"PROFIRE ENERGY INC",7,"the news is positive because profire energy reported an increase in both eps (from $0.09 to $0.12) and sales (from $38.3m to $45.614m) compared to the previous fiscal year.",152,84,2,"2019-03-06",14548,3.409094363451,-4.39560674130917,-4.39560676288436,-2.22718443687597e-07,0.571428006514907,-1.1235945329121,-5.8823536738151
"8961","Wedbush Lowers Children's Place Price Target After Disappointing Results, Guidance","negative",0.8,0.9,18281,"CHILDRENS PLACE INC",7,"the news is negative because it reports that wedbush has lowered the price target for children's place after the company posted disappointing results and guidance.",136,63,0,"2019-03-06",85390,1.79566461592913,-1.41338156536222,3.9005207480094,-3.63755853560846,5.70620596408844,-5.22198220434344,-6.17412549321569
"8962","Wedbush Maintains Outperform on Children's Place, Lowers Price Target to $130","neutral",0.5,0.7,18289,"CHILDRENS PLACE INC",7,"while wedbush maintains an 'outperform' rating, which is positive, the lowering of the price target to $130 introduces a negative aspect, balancing the overall sentiment to neutral.",138,72,1,"2019-03-06",85390,1.79566461592913,-1.41338156536222,3.9005207480094,-3.63755853560846,5.70620596408844,-5.22198220434344,-6.17412549321569
"8963","Plug Power's Q4 Earnings Preview","neutral",0.1,0.8,18297,"PLUG POWER INC",7,"the headline 'plug power's q4 earnings preview' is neutral as it simply indicates an upcoming event without providing any positive or negative information about the company's performance.",125,67,1,"2019-03-06",87337,-3.20855937898159,8.83978381752968,31.4917229279438,44.7513776712891,0.537633895874023,3.88889190463821,4.46927622643991
"8964","Primoris Services Corporation Announces Parking Structure Award Valued Over $11M","positive",0.8,0.9,18305,"PRIMORIS SERVICES CORP",7,"the news is positive because it announces a significant new contract award valued over $11 million, which is likely to contribute to the company's revenue and growth.",138,65,2,"2019-03-06",92773,-2.55743451416493,-0.711743114516139,-1.02312965973633,-1.33451611907414,-1.32591733708978,-1.66240153072441,-1.2837018833935
"8965","B. Riley FBR Maintains Buy on Primo Water, Raises Price Target to $21","positive",0.8,0.9,18313,"PRIMO WATER CORP",7,"the news is positive because b. riley fbr is maintaining a 'buy' rating and raising the price target for primo water, indicating confidence in the company's future performance.",138,69,2,"2019-03-06",78763,-0.398673862218857,-0.933951884508133,0.863823686546827,-0.67659661165197,-0.265075964853167,0.066490867941904,0.266488727619829
"8966","'QCOM v. AAPL--something breaking here now that the feds are pressuring for a settlement?' -Jim Cramer Tweets","neutral",0.5,0.7,18321,"QUALCOMM INC",7,"the tweet mentions federal pressure for a settlement in the qcom v. aapl case, but it does not provide enough information to determine whether this is definitively positive or negative for qualcomm inc.",144,75,1,"2019-03-06",77178,2.74379067122936,-1.40511030331254,1.07664262399478,4.30657051314234,0.297508086077869,-0.479708756609443,1.03015397307893
"8967","Qualcomm Option Alert: Mar 15 $55 Calls Sweep (18) near the Ask: 538 @ $0.94 vs 50339 OI; Earnings 4/24 After Close [est] Ref=$54.9","neutral",0.3,0.7,18345,"QUALCOMM INC",7,"the news is about an options trade, which does not inherently indicate a positive or negative sentiment about qualcomm inc. it simply reflects trading activity and interest in the stock.",164,68,1,"2019-03-06",77178,2.74379067122936,-1.40511030331254,1.07664262399478,4.30657051314234,0.297508086077869,-0.479708756609443,1.03015397307893
"8968","Qualcomm Option Alert: Mar 29 $55 Calls Sweep (8) above Ask!: 500 @ $1.46 vs 968 OI; Earnings 4/24 After Close [est] Ref=$54.68","positive",0.7,0.8,18353,"QUALCOMM INC",7,"the news indicates a significant purchase of call options above the ask price, suggesting bullish sentiment and expectations of a price increase for qualcomm's stock.",162,63,2,"2019-03-06",77178,2.74379067122936,-1.40511030331254,1.07664262399478,4.30657051314234,0.297508086077869,-0.479708756609443,1.03015397307893
"8969","RCM Technologies Q4 GAAP EPS $0.05 Up From $0.02 YoY, Sales $55.3M Beat $52.26M Estimate","positive",0.8,0.9,18361,"R C M TECHNOLOGIES INC",7,"the news is positive because rcm technologies reported an increase in gaap eps from $0.02 to $0.05 year-over-year and beat sales estimates with $55.3m compared to the expected $52.26m.",158,83,2,"2019-03-06",65270,0.689660012722015,-9.36073213815689,-16.6666666537458,-8.67580153228135,-0.911160930991173,-4.3956104293979,-5.43478263067939
"8970","Argus Initiates Coverage On Raymond James Financial with Buy Rating","positive",0.8,0.9,18369,"RAYMOND JAMES FINANCIAL INC",7,"the initiation of coverage with a 'buy' rating by argus is a positive indicator for raymond james financial, suggesting confidence in the company's future performance.",142,65,2,"2019-03-06",69649,-1.1947431601584,-2.70858276635408,-0.955251851243954,-4.050784347432,-0.214592646807432,-0.899836779394858,1.35625461381472
"8971","Ryerson Holding shares are trading lower after the company reported worse-than-expected Q4 EPS results.","negative",0.8,0.9,18377,"RYERSON HOLDING CORP",7,"the news is negative because ryerson holding shares are trading lower after the company reported worse-than-expected q4 eps results.",145,60,0,"2019-03-06",14855,-9.2397652566433,9.40721035003662,19.9742285634563,14.3041189422036,2.51798611134291,1.30332495404903,0.944509217728995
"8972","Q4 Earnings Preview For Superior Drilling","neutral",0.1,0.8,18393,"SUPERIOR DRILLING PRODUCTS INC",7,"the headline is neutral as it simply states that there is a preview of q4 earnings for superior drilling products inc. without indicating whether the earnings are expected to be positive or negative.",132,72,1,"2019-03-06",14636,-7.45341628789902,2.01342087239027,-4.02684931331514,-10.067111933248,1.25786038115621,-1.22699276717542,0.624999352241051
"8973","Vertical Research Downgrades Spirit AeroSystems Hldgs to Hold","negative",0.8,0.9,18401,"SPIRIT AEROSYSTEMS HOLDINGS INC",7,"the downgrade from vertical research to 'hold' suggests a less favorable outlook on spirit aerosystems holdings inc., which is generally perceived as negative news for the company.",143,67,0,"2019-03-06",91594,-0.524531630799174,-0.65136980265379,-3.43258846768012,-5.31409412723658,-1.42943635582924,-2.13386524818058,-1.58906842291098
