"prompt","model","V","regression","coef_name","coef","se","t","lci","uci"
8,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","3",0.623145400593472,0.0186716193985638,33.3739343809356,0.586549699039247,0.659741102147696
8,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","14",0.588452088452088,0.0172537650707549,34.105720463849,0.554635330315694,0.622268846588483
8,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","15",0.587628865979382,0.020411011356916,28.7897966300563,0.547624018831788,0.627633713126975
8,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","19",0.592938733125649,0.0158362366992988,37.4418963535639,0.561900279544372,0.623977186706926
8,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","20",0.578571428571428,0.0157782113507663,36.6690124570634,0.547646702583465,0.609496154559391
8,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","Other",0.611491565057623,0.0063011694662223,97.0441389230286,0.599141499843344,0.623841630271902
9,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","3",0.61890694239291,0.0186708542563937,33.148292729079,0.582312740489782,0.655501144296038
9,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","14",0.589712918660287,0.0170173303985767,34.6536680459356,0.556359563966058,0.623066273354516
9,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","15",0.580246913580247,0.0193930533913022,29.9203483779655,0.542237227383033,0.618256599777462
9,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","19",0.597330367074527,0.0163618428827929,36.5075237156028,0.56526174430355,0.629398989845504
9,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","20",0.581485053037609,0.0153237731336789,37.9465976143701,0.551451009588336,0.611519096486882
9,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","Other",0.611892258173811,0.00634464851885388,96.4422625391305,0.599456975582292,0.62432754076533
10,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","3",0.638728323699422,0.0182663731287291,34.9674409472584,0.602926890238943,0.674529757159901
10,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","14",0.569165786694826,0.0160964395552202,35.3597318675509,0.537617344887268,0.600714228502383
10,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","15",0.579783393501805,0.0132670673035332,43.7009461275138,0.553780419406411,0.6057863675972
10,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","19",0.616954474097331,0.0192669232470242,32.0214320775177,0.579191998440266,0.654716949754396
10,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","20",0.60107095046854,0.0179217628931631,33.5386063330768,0.565944940658475,0.636196960278607
10,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","Other",0.610515021459228,0.0065228933743308,93.5957383362659,0.597730385370545,0.623299657547911
11,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","3",0.642163661581138,0.0178577927680348,35.9598562892163,0.60716303091241,0.677164292249866
11,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","14",0.569630872483221,0.0143452960051231,39.7085478250007,0.541514608965614,0.597747136000829
11,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","15",0.574468085106382,0.0133961937920507,42.8829333185126,0.548212027744044,0.600724142468721
11,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","19",0.608020698576973,0.0175643195543187,34.6168091907365,0.573595264837556,0.64244613231639
11,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","20",0.599767981438515,0.0166926100380341,35.930149932931,0.567051066955996,0.632484895921034
11,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","Other",0.614659068579289,0.00682423258551145,90.0700644178326,0.601283818489561,0.628034318669016
12,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","3",0.638625592417061,0.0165409694590953,38.6087160124647,0.606205888007858,0.671045296826265
12,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","14",0.562669071235347,0.0149003397938246,37.7621637506912,0.533464941882042,0.591873200588652
12,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","15",0.592036063110443,0.0134749222430917,43.9361394767208,0.565625700819506,0.618446425401381
12,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","19",0.62613981762918,0.0154050112236004,40.6452035990688,0.595946550449487,0.656333084808872
12,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","20",0.594059405940594,0.0162927564512953,36.4615654641646,0.562126190087172,0.625992621794015
12,"gpt-3.5-turbo-0125","Democrat","10k_V_Yllm","Other",0.608091286307054,0.00703369704163282,86.4540060096034,0.594305493427287,0.62187707918682
1,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.651307596513076,0.0168223579452655,38.716783855879,0.618336380805314,0.684278812220838
1,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.578034682080925,0.0167972273588072,34.4125056911758,0.545112721417532,0.610956642744318
1,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.577572964669739,0.0193650719075454,29.8255006450399,0.539618121172922,0.615527808166556
1,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.595317725752508,0.0141969886656188,41.9326759902403,0.567492139278972,0.623143312226045
1,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.581956797966963,0.0175872896792274,33.0896237328894,0.547486343610004,0.616427252323922
1,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.609161109161111,0.00646597580871998,94.2102363481781,0.596488029451113,0.62183418887111
2,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.641655886157827,0.0172520937443027,37.1929283290457,0.607842403761085,0.675469368554569
2,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.588165680473373,0.0169360871712623,34.7285458869975,0.554971559578668,0.621359801368078
2,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.593368237347295,0.0205265430083592,28.9073633638968,0.553136952323798,0.633599522370791
2,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.599852071005917,0.0133282874236882,45.0059375175093,0.57372910767989,0.625975034331945
2,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.582504970178926,0.0155527363383447,37.4535359892125,0.552022167094723,0.612987773263129
2,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.607228031553843,0.00661665338992172,91.7726826190947,0.594259629211412,0.620196433896275
3,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.647211413748378,0.0172140668501761,37.5978215596251,0.613472462694568,0.680950364802188
3,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.582089552238806,0.0173995821782884,33.4542258701562,0.547986997823316,0.616192106654297
3,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.602763385146805,0.0203417875089454,29.631780632933,0.562894214248105,0.642632556045504
3,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.599697885196375,0.0134693468251905,44.5231601041568,0.573298450523722,0.626097319869027
3,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.591133004926108,0.0154358637910582,38.2960754854901,0.560879267825368,0.621386742026848
3,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.604684946431816,0.00659035856318317,91.7529661906211,0.591768081002772,0.61760181186086
4,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.645244215938303,0.0171580263942443,37.6059694228441,0.611615102159797,0.67887332971681
4,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.583046964490263,0.0166923908414641,34.9289068311275,0.550330479625128,0.615763449355399
4,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.586762075134168,0.0208331781394161,28.1647894146319,0.545929796297405,0.627594353970931
4,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.597244732576986,0.0139659192354043,42.7644412451521,0.569872033864598,0.624617431289374
4,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.586538461538462,0.0152749382690358,38.398745134535,0.556600132665079,0.616476790411845
4,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.608049311094996,0.00657511442490332,92.4773732898096,0.595162323627956,0.620936298562037
5,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.649484536082474,0.0171331598101079,37.9080416736266,0.615904159913294,0.683064912251655
5,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.58495145631068,0.0171702287883603,34.0677729761655,0.551298426279181,0.618604486342179
5,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.592013888888889,0.020483667754014,28.9017521665707,0.551866637819737,0.632161139958041
5,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.602380952380953,0.0137915875483911,43.6774193157498,0.575349937496475,0.62941196726543
5,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.587040618955513,0.0153164388854197,38.3274874366743,0.557020950368681,0.617060287542344
5,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.605244122965643,0.00657502418329153,92.0519995201982,0.592357312368912,0.618130933562375
6,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.64629388816645,0.0172465989368325,37.4737007878231,0.612491175394451,0.680096600938448
6,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.583129584352078,0.0172439498427101,33.816474164624,0.549332063709151,0.616927104995005
6,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.587931034482759,0.0204439343218938,28.7582138166592,0.547861659509544,0.628000409455973
6,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.601449275362319,0.0138966728632497,43.2800916651693,0.574212297045414,0.628686253679223
6,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.589251439539347,0.0152452594259521,38.6514537454351,0.559371280129511,0.619131598949183
6,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.606235357722113,0.00656087788437845,92.4015609504894,0.593376273361766,0.61909444208246
7,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.6484375,0.0172339588192439,37.6255686114288,0.614659561403236,0.682215438596765
7,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.5807962529274,0.0168898531265228,34.3872885439929,0.547692749095244,0.613899756759556
7,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.58974358974359,0.0203428453121563,28.9902214117106,0.549872345588694,0.629614833898486
7,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.597101449275363,0.0132072591477823,45.2100956446836,0.571215697011222,0.622987201539503
7,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.586413586413586,0.0155703520576569,37.6621918529589,0.55589625715397,0.616930915673203
7,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.607908351810792,0.00663841324994325,91.5743459954061,0.59489730092641,0.620919402695174
8,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.644155844155844,0.0172587905935741,37.3233478130085,0.61032923617572,0.677982452135968
8,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.58128078817734,0.0173183591331148,33.5644262663349,0.547337428005104,0.615224148349575
8,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.588946459412781,0.0204539952086988,28.793712592751,0.548857365463776,0.629035553361785
8,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.600289645184649,0.0131851967190985,45.527545623581,0.57444713448614,0.626132155883158
8,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.581725888324874,0.015721786731268,37.0012580801595,0.550911752558969,0.612540024090779
8,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.608258724648272,0.00660026607217125,92.1566976235818,0.595322440858435,0.621195008438109
9,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.647668393782383,0.0171978371073584,37.6598748865499,0.613961252439974,0.681375535124792
9,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.580452920143028,0.0170421035006736,34.0599339817462,0.547051011060903,0.613854829225152
9,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.592013888888889,0.020483667754014,28.9017521665707,0.551866637819737,0.632161139958041
9,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.59718309859155,0.0130194833757466,45.8684174599443,0.571665380077769,0.622700817105331
9,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.586138613861386,0.0155023401193203,37.8096861086728,0.555754585551428,0.616522642171344
9,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.607839494705556,0.00665647832029647,91.3154772625299,0.594793036933903,0.620885952477209
10,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.644090305444887,0.0174532427624427,36.9037613360247,0.609882578217065,0.678298032672709
10,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.583229036295369,0.0174471796757844,33.4282701922796,0.549033192499033,0.617424880091706
10,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.598191214470284,0.0176274534485704,33.9352031883424,0.56364204057193,0.632740388368639
10,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.60348162475822,0.0152171647479174,39.6579543400693,0.573656529905489,0.633306719610951
10,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.589769307923771,0.0155825276799243,37.8481155328604,0.559228114883021,0.620310500964521
10,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.604997341839446,0.00650956615039103,92.9397332882321,0.592238826629698,0.617755857049193
11,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.652962515114873,0.0165580767535446,39.4346834378028,0.620509281024675,0.68541574920507
11,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.594660194174757,0.0171084546653407,34.758264601154,0.561128239199554,0.628192149149961
11,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.58465991316932,0.0187518831160061,31.1787306668028,0.547906897619643,0.621412928718996
11,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.609375,0.0147957918732228,41.1856969347369,0.580375780805733,0.638374219194267
11,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.59244126659857,0.0157092964146569,37.712781716043,0.561651611403378,0.623230921793762
11,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.601502414594882,0.00654963526832736,91.8375436115686,0.588665365357087,0.614339463832677
12,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","3",0.646194926568758,0.0174764499953972,36.9751824162773,0.611941714000165,0.680448139137352
12,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","14",0.618897637795275,0.0192785203266096,32.1029636771981,0.581112432279897,0.656682843310654
12,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","15",0.593977154724818,0.0158298678692927,37.5225592297606,0.562951183820977,0.62500312562866
12,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","19",0.620744259699129,0.0136568673048186,45.452902619923,0.593977291640042,0.647511227758216
12,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","20",0.588179218303146,0.0152002786891775,38.6952917331659,0.558387219517387,0.617971217088906
12,"gpt-4o-2024-05-13","Democrat","10k_V_Yllm","Other",0.597266429507581,0.00671292827919591,88.9725622957383,0.584109331849557,0.610423527165606
1,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.08049625,0.0195992109508764,-4.10711687331476,-0.118909997589121,-0.0420825024108792
1,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0499658254065494,0.0141018339850246,-3.54321469530917,-0.0776049121331605,-0.0223267386799383
1,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.00662626708288624,0.0149346910329308,-0.44368290366874,-0.0358977236276639,0.0226451894618914
1,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0360082519730275,0.0141759338581494,-2.54009734620251,-0.0637925717822222,-0.00822393216383278
1,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.010602594533622,0.0124701881268544,-0.850235331317052,-0.0350437141426956,0.0138385250754516
1,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0771492022655713,0.00453550913455968,-17.0100423076452,-0.0860386368208607,-0.0682597677102819
2,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.066761286377709,0.0164446262988183,-4.05976305965107,-0.098992161662613,-0.0345304110928049
2,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0269016649179199,0.0128079266536585,-2.10039186242806,-0.0520047398757212,-0.00179858996011855
2,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0151674924705143,0.0134171270555712,-1.13045754189354,-0.0414645782754318,0.0111295933344032
2,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0333698867272549,0.0131364948723472,-2.54024281602696,-0.0591169435601505,-0.0076228298943594
2,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0271256328686761,0.0118241217746588,-2.29409282022206,-0.0503004856958233,-0.00395078004152897
2,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0830602606621794,0.00476260150869978,-17.440102958531,-0.0923947880919471,-0.0737257332324117
3,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0767348010033445,0.0168710454847214,-4.54831332609685,-0.109801442534936,-0.0436681594717534
3,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0253479525171341,0.0128108471625826,-1.97863202920486,-0.0504567515672432,-0.000239153467025043
3,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0142752903731389,0.0130774224517071,-1.0915981666766,-0.0399065673891003,0.0113559866428224
3,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0350720855653277,0.0119465942668354,-2.93573923931528,-0.0584869800662378,-0.0116571910644176
3,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.024047495166571,0.0116840966828907,-2.05813900887899,-0.0469479038569207,-0.00114708647622131
3,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0842527169093696,0.00484745943579294,-17.3807987514572,-0.0937535628200426,-0.0747518709986966
4,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0852911702838064,0.0165749503751735,-5.14578736908669,-0.117777476064685,-0.0528048645029277
4,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0288182455549528,0.012811538148882,-2.24939778659346,-0.0539283989133224,-0.00370809219658312
4,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0159670758349612,0.013294354163672,-1.20104185870064,-0.0420235311934785,0.0100893795235561
4,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0318310403642171,0.0132662948108352,-2.39939190392627,-0.0578325004017446,-0.0058295803266895
4,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.00875288144921155,0.0128911999918845,-0.678981123147717,-0.0340191691508081,0.016513406252385
4,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0817673921979887,0.00470362734640663,-17.383901014279,-0.0909863323936434,-0.072548452002334
5,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0937206973684211,0.0174802609296787,-5.36151592618953,-0.127981379230954,-0.0594600155058881
5,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0351573712351979,0.0130420606205143,-2.69569144464009,-0.0607193403355941,-0.00959540213480171
5,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.011414816466148,0.0128937382441342,-0.885299224322393,-0.0366860790507378,0.0138564461184418
5,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0383998490156509,0.0121136981580987,-3.16995260361332,-0.0621422611251135,-0.0146574369061882
5,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.019201463139147,0.0122690009553512,-1.56503884945677,-0.0432482631379229,0.00484533685962899
5,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0805094537880517,0.00479262526862698,-16.7986123002512,-0.0899028267059572,-0.0711160808701462
6,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0799127214983713,0.0163449787335027,-4.88912973221387,-0.11194829114411,-0.047877151852633
6,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0298524030960091,0.0128596819122471,-2.32139514023117,-0.0550569164966546,-0.00464788969536363
6,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0156945028960308,0.0135110680488631,-1.16160342315435,-0.0421757096644723,0.0107867038724108
6,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0327264339423366,0.0121146497101036,-2.70139333166546,-0.0564707110594582,-0.00898215682521505
6,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0218439656047866,0.0123090099701666,-1.77463221312924,-0.0459691818316575,0.00228125062208438
6,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0821175646194176,0.0047942406422322,-17.1283777238982,-0.0915141036114109,-0.0727210256274243
7,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0792128626609442,0.0155745734643657,-5.08603736995953,-0.109738465725674,-0.0486872595962142
7,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0307706776230395,0.0134420383174936,-2.289137770348,-0.0571165886041343,-0.00442476664194477
7,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0161152649447777,0.0139290711598548,-1.15695187136553,-0.0434157427561886,0.0111852128666333
7,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.035038544149068,0.0128995394829257,-2.71626318097994,-0.0603211769527548,-0.00975591134538124
7,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0242323730262901,0.0116901303115031,-2.07289160861153,-0.0471446074114161,-0.00132013864116405
7,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0802969691669265,0.00475979060139615,-16.8698532963559,-0.0896259873196152,-0.0709679510142378
8,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0818869302670623,0.0158530072747371,-5.16538779349172,-0.112958253572198,-0.0508156069619262
8,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0412433051008116,0.0135229968080339,-3.04986429312099,-0.067747891807608,-0.0147387183940151
8,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0173314118868843,0.0146785463439251,-1.18073080813327,-0.0461008340663796,0.0114380102926109
8,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0342601357405677,0.0123164352631503,-2.78166003462633,-0.0583999052742615,-0.0101203662068739
8,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0217892541532932,0.0114663887110271,-1.90027171609302,-0.044262963059643,0.00068445475305666
8,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0786093195137546,0.00477145257281219,-16.4749242110613,-0.0879611947104074,-0.0692574443171017
9,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0760824091580502,0.0158926297834126,-4.78727625288664,-0.107231391153168,-0.0449334271629329
9,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0409631084809519,0.0134045611550698,-3.05590820968122,-0.0672355655734534,-0.0146906513884504
9,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0134229892842313,0.0140956807676658,-0.952276765164995,-0.0410500159264302,0.0142040373579677
9,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.038046928120302,0.0126425478833546,-3.00943516064473,-0.0628258666445002,-0.0132679895961039
9,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0257734436549926,0.0111369545856773,-2.3142272383995,-0.0476014735403783,-0.0039454137696069
9,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0793576829732058,0.00480365172225306,-16.5202823938253,-0.0887726673430956,-0.069942698603316
10,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0997296199421965,0.0152685933927827,-6.53168352687534,-0.129655513086637,-0.0698037267977562
10,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0393667663338613,0.0124577013023334,-3.16003453433963,-0.0637834122165926,-0.0149501204511301
10,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0180828718256099,0.00955188829026915,-1.89312011155235,-0.0368042288588873,0.000638485207667457
10,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0643600513408497,0.0150909076533841,-4.26482308547007,-0.0939376868355025,-0.0347824158461969
10,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0334089068007383,0.0129950880186854,-2.57088730393364,-0.0588788112932896,-0.00793900230818705
10,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0762766256270673,0.00499023031009689,-15.2851914415121,-0.0860572973094174,-0.0664959539447173
11,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.0972434355062413,0.0149342003562968,-6.51145914653811,-0.126513930342488,-0.0679729406699944
11,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0431279743122077,0.0109622642171089,-3.93422138511291,-0.0646136173667532,-0.0216423312576621
11,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0117269888396141,0.00975931532953359,-1.2016200362054,-0.0308548953992696,0.00740091772004138
11,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0576763847091223,0.0133898363101517,-4.30747496632158,-0.0839199816359064,-0.0314327877823382
11,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0386784602298918,0.0123505623076468,-3.13171653779231,-0.0628851175416973,-0.0144718029180862
11,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0802517336452361,0.00522132245990654,-15.3700014242508,-0.090485337618323,-0.0700181296721492
12,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","3",-0.10403027014218,0.0136975786776488,-7.59479267032305,-0.130877031025775,-0.0771835092585848
12,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","14",-0.0389779723896768,0.0114876022063085,-3.3930468421227,-0.0614932589827642,-0.0164626857965893
12,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","15",-0.0255244937087973,0.00963529990157065,-2.6490606384381,-0.044409334496118,-0.00663965292147647
12,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","19",-0.0667504228917903,0.0117656454635783,-5.67333284845465,-0.0898106642552708,-0.0436901815283097
12,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","20",-0.0317558482466247,0.0119241691816799,-2.66314975599422,-0.0551267903882798,-0.00838490610496964
12,"gpt-3.5-turbo-0125","DW1","10k_V_Yllm","Other",-0.0755354242386993,0.00540507198702735,-13.9749154904858,-0.0861291706671192,-0.0649416778102793
1,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","3",-0.101133633872976,0.0139842133379731,-7.23198591359841,-0.128542188367528,-0.0737250793784245
1,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","14",-0.0478085268255737,0.0131440358405298,-3.6372790979583,-0.0735703636845157,-0.0220466899666317
1,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","15",-0.00879419517078625,0.013570775162238,-0.648024528124007,-0.0353924257310634,0.0178040353894909
1,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","19",-0.048435469664019,0.0107562986893798,-4.50298667438843,-0.0695174277021588,-0.0273535116258792
1,"gpt-4o-2024-05-13","DW1","10k_V_Yllm","20",-0.00575925971308388,0.0131444497486989,-0.438151449713895,-0.0315219078171303,0.0200033883909625
