Unnamed: 0,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
9384,9384,B P PLC,"BP CFO Gilvary Says 2019 Oil Demand Growth to Remain Relatively Robust, Supply Growth to Be Modest",7,uncertain,0.6,0.3,"the statement suggests a balance between demand and supply growth, leading to uncertainty in the stock price impact.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9392,9392,COMPANIA DE MINAS BV SA,"Buenaventura Mining Q1 EPS $0.107 Beats $0.07 Estimate, Sales $186.2M Down From $316.938M YoY",7,uncertain,0.6,0.5,"the decrease in sales may have a negative impact on compania de minas bv sa's stock price, but the beat in eps could offset this effect, leading to uncertainty.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,9400,BOSTON PROPERTIES INC,"Boston Properties Sees Q2 EPS $0.72-$0.74, FFO $1.73-$1.75; Cut Its FY19 EPS Guidance By $0.12 and FFO Guidance By $0.05",7,decrease,0.8,0.7,the decrease in eps and ffo guidance for fy19 may lead to a decrease in investor confidence and a potential decrease in stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9408,9408,BOSTON PROPERTIES INC,"Boston Properties Q1 FFO $1.72 Up From $1.49 YoY, EPS $0.63, Sales $725.767M Beat $701.34M Estimate",7,increase,0.8,0.6,"the higher than expected ffo, eps, and sales numbers are likely to positively impact investor sentiment and lead to an increase in boston properties inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9416,9416,CAMDEN NATIONAL CORP,Camden National Q1 EPS $0.91 Beats $0.8 Estimate,7,increase,0.8,0.2,"the fact that camden national corp beat the eps estimate suggests positive performance, which could lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9424,9424,CALAMP CORP,CalAmp Sees Q1 Adj. EPS $0.06-$0.12 vs $0.25 Est.,7,decrease,0.8,0.7,the lower than expected q1 adjusted eps forecast is likely to lead to a decrease in calamp corp's stock price as investors may view it as a negative indicator of the company's performance.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9432,9432,CALAMP CORP,"CalAmp Q4 EPS $0.28 Beats $0.26 Estimate, Sales $84.38M Miss $88.58M Estimate",7,decrease,0.8,0.6,the miss in sales estimate may lead to a decrease in calamp corp's stock price as investors may view it as a negative indicator of the company's performance.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9440,9440,C B FINANCIAL SERVICES INC,"CB Financial Services Q1 EPS $0.54 Beats $0.49 Estimate, Sales $12.749M Miss $13.02M Estimate",7,uncertain,0.6,0.3,"while the q1 eps beat estimates, the sales missed estimates, leading to uncertainty in the stock price reaction.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9448,9448,CODEXIS INC,Codexis Signs Multi-Year Enzyme Supply And Licensing Agreement with Tate & Lyle For The Manufacture Of TASTEVA M Stevia Sweetener,7,increase,0.8,0.7,the multi-year agreement with tate & lyle for the manufacture of tasteva m stevia sweetener is a positive development that could lead to increased revenue and growth for codexis inc.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,9456,CENTURY ALUMINUM CO,"Century Aluminum Q1 EPS $(0.7) Beats $(0.75) Estimate, Sales $490M Beat $484.8M Estimate",7,increase,0.8,0.6,"century aluminum beat earnings and sales estimates, indicating strong performance which could lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,9464,CRESTWOOD EQUITY PARTNERS LP,"Crestwood Equity Partners Q1 EPS $(0.07) Misses $0.09 Estimate, Sales $835.2M Down From $1.115B YoY",7,decrease,0.8,0.7,the q1 eps miss and decrease in sales compared to the previous year are likely to negatively impact crestwood equity partners lp's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9472,9472,CARLYLE GROUP L P,Q1 Earnings Outlook For The Carlyle Group,7,uncertain,0.6,0.3,the q1 earnings outlook could go either way depending on the actual results and market conditions.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,9480,CHEGG INC,"Morgan Stanley Maintains Equal-Weight on Chegg, Inc. Common Stock, Raises Price Target to $40",7,increase,0.8,0.6,"morgan stanley raising the price target to $40 indicates positive sentiment and potential growth for chegg, inc., which could lead to an increase in the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,9488,CHARTER COMMUNICATIONS INC NEW,"Charter Communications Q1 EPS $1.11 Misses $1.4 Estimate, Sales $11.206B Beat $11.2B Estimate",7,uncertain,0.6,0.3,"while the eps missed estimates, sales beat estimates which could lead to mixed reactions from investors.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,9496,CIENA CORP,"MKM Out Bullish On NeoPhotonics, Cites Exposure To Optical Telecom, China",7,uncertain,0.6,0.3,"while the bullish outlook on neophotonics could potentially have a positive impact on ciena corp due to their exposure to optical telecom, the overall market conditions and other factors could still influence the stock price in either direction.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504,9504,CLOROX CO,Q3 Earnings Outlook For Clorox,7,uncertain,0.6,0.3,the q3 earnings outlook for clorox could go either way depending on various factors such as market conditions and consumer demand.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,9512,C M E GROUP INC,CME Group Q1 Earnings Preview,7,uncertain,0.6,0.3,the q1 earnings preview could go either way depending on the actual results and market reaction.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,9520,CUMMINS INC,"Cummins Ships Record Number Of Engines In Q1, But EPA Has Questions For Cummins Over Ram Engines",7,uncertain,0.6,0.3,"the record number of engines shipped in q1 could potentially boost stock price, but the epa questioning cummins over ram engines could create uncertainty and lead to a decrease.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,9528,CUMMINS INC,"Cummins Reaffirms FY19 Sales Guidance Flat To Up 4% Year Over Year, EBITDA As Percent Of Sales Guidance Raised From 15.75-16.25% To 16.25-16.75%",7,increase,0.8,0.7,"the reaffirmation of sales guidance and increase in ebitda as a percent of sales is likely to be viewed positively by investors, leading to a potential increase in cummins inc's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,9536,CUMMINS INC,"Cummins Q1 EPS $4.2 Beats $3.55 Estimate, Sales $6.004B Beat $5.83B Estimate",7,increase,0.8,0.7,"cummins inc. beat both eps and sales estimates for q1, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,9544,COMTECH TELECOMMUNICATIONS CORP,Comtech Telecom Wins $14.3M In Added Funding From US Army,7,increase,0.8,0.7,"the added funding from the us army is a positive development for comtech telecom, which could lead to increased revenue and growth potential.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,9552,CANADIAN NATIONAL RAILWAY CO,Transportation Sector Takes Hit As Canadian Economy Softens,7,decrease,0.8,0.7,"the softening canadian economy is likely to lead to reduced demand for transportation services, impacting canadian national railway co's stock price negatively.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,9560,CANADIAN NATIONAL RAILWAY CO,Canadian National Sees 17 Percent Adjusted Earnings Growth,7,increase,0.8,0.7,"the 17 percent adjusted earnings growth is a positive indicator of the company's financial performance, which is likely to attract investors and drive up the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,9568,CANADIAN NATIONAL RAILWAY CO,"Stifel Nicolaus Maintains Hold on Canadian National Railway Company Common Stock, Raises Price Target to $90",7,increase,0.8,0.6,"stifel nicolaus maintaining a hold on canadian national railway company common stock and raising the price target suggests positive sentiment and potential growth, leading to a likely increase in the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,9576,CANADIAN NATIONAL RAILWAY CO,"Stephens & Co. Maintains Overweight on Canadian National Railway Company Common Stock, Raises Price Target to $105",7,increase,0.8,0.7,"stephens & co. maintaining an overweight rating and raising the price target indicates positive sentiment towards canadian national railway company, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,9584,CANADIAN NATIONAL RAILWAY CO,RBC Capital Downgrades Canadian National Railway Company Common Stock to Sector Perform,7,decrease,0.8,0.7,the downgrade by rbc capital may lead to decreased investor confidence and selling pressure on canadian national railway co's stock.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9592,9592,C N X RESOURCES CORP,CNX Resources Q1 EPS $0.44 Beats $0.24 Estimate,7,increase,0.8,0.7,"cnx resources beat earnings estimates, indicating strong performance which is likely to lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9600,9600,COHERENT CORP,"Coherent Q2 EPS $1.61 Beats $1.47 Estimate, Sales $372.9M Beat $369.21M Estimate",7,increase,0.8,0.6,"coherent corp beat both eps and sales estimates, indicating strong performance which is likely to lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9608,9608,CONOCOPHILLIPS,ConocoPhillips Q1 EPS $1 Beats $0.84 Estimate,7,increase,0.8,0.7,"conocophillips beating q1 eps estimates suggests strong financial performance, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9616,9616,CRITEO S A,Criteo shares are trading lower after the company stated they will be taking a more modest approach to their 2019 growth outlook due to identified execution issues.,7,decrease,0.8,0.7,"the identified execution issues leading to a more modest growth outlook may cause investors to be less optimistic about criteo's future performance, resulting in a decrease in stock price.",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624,9624,CRITEO S A,"Criteo Earlier, In Press Release Disclosing Q1 Earnings, Said 'Due to identified execution issues, we are taking a more modest approach to our 2019 growth outlook.'",7,decrease,0.8,0.7,the disclosure of identified execution issues and a more modest growth outlook for 2019 may lead to a decrease in criteo s a's stock price as investors may view this as a negative development.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,9632,CRITEO S A,"Criteo Q1 Adj. EPS $0.6 Beats $0.44 Estimate, Sales $564.164M Up From $558.123M YoY",7,increase,0.8,0.6,"the better-than-expected q1 earnings and increase in sales indicate positive performance, likely leading to an increase in criteo s a's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9640,9640,HERZFELD CARIBBEAN BASIN FD INC,Phillip Goldstein Acquires 9.99% Active Stake In Herzfeld Caribbean Basin Fund,7,increase,0.8,0.7,"phillip goldstein's acquisition of a 9.99% stake in herzfeld caribbean basin fund signals confidence in the company, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,9648,COMMVAULT SYSTEMS INC,CommVault Systems shares are trading lower after the company reported worse-than-expected Q4 EPS and sales.,7,decrease,0.8,0.7,the worse-than-expected q4 eps and sales report is likely to negatively impact investor confidence and lead to a decrease in commvault systems inc's stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9656,9656,COMMVAULT SYSTEMS INC,"CommVault Systems Q4 Adj. EPS $0.51 Misses $0.53 Estimate, Sales $181.4M Miss $187.21M Estimate",7,decrease,0.8,0.6,the missed earnings and sales estimates may lead to a decrease in investor confidence and a potential decrease in stock price.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664,9664,C V S HEALTH CORP,"Cannabis Companies Take Over Toronto, Talk Importance Of California Market",7,uncertain,0.6,0.3,"the news about cannabis companies taking over toronto and discussing the california market could potentially impact c v s health corp's stock price, but the extent of the impact is uncertain due to various factors at play.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672,9672,C V D EQUIPMENT CORP,"CVD Equipment Reports Air Force Awarded Co. CVD MesoCrbie 2 SBIR Contracts, No Terms Disclosed",7,increase,0.8,0.7,"the news of being awarded air force contracts is likely to be seen as positive by investors, potentially leading to an increase in cvd equipment corp's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680,9680,COMMUNITY HEALTH SYS INC NEW,"Community Health Systems Q1 EPS $(0.53) Misses $(0.46) Estimate, Sales $3.376B Beat $3.3B Estimate",7,uncertain,0.6,0.3,"while the company beat sales estimates, missing eps estimates may lead to mixed reactions from investors, resulting in uncertainty about the stock price movement.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9688,9688,COMMUNITY HEALTH SYS INC NEW,"Community Health Systems Q1 EPS $(0.53) Misses $(0.46) Estimate, Sales $3.38B Beat $3.3B Estimate",7,uncertain,0.6,0.3,"while the company beat sales estimates, missing eps estimates may lead to mixed reactions from investors, resulting in uncertainty about the stock price movement.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696,9696,DENNYS CORP,"Denny's Q1 Adj. EPS $0.13, Inline, Sales $151.4M Beat $148.83M Estimate",7,increase,0.8,0.6,"the q1 earnings and sales beat estimates, indicating positive performance which could lead to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,9704,DOLLAR GENERAL CORP NEW,"UPDATE: Loop Capital Upgrades Dollar General, Raises Target To $152 As Firm Sees Growth Drivers In 'recent addition of Western Union', 'the DG Fresh fresh and frozen goods self-distribution initiative', And 'the Fast Track supply chain and self-checkout'",7,increase,0.8,0.7,"the upgrade and raised target by loop capital, along with the growth drivers mentioned, are likely to positively impact dollar general corp new's stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,9712,DOLLAR GENERAL CORP NEW,"Loop Capital Upgrades Dollar General Corporation Common Stock to Buy, Raises Price Target to $152",7,increase,0.8,0.7,"the upgrade to buy and raised price target by loop capital suggests positive sentiment and potential growth for dollar general corporation, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720,9720,DINE BRANDS GLOBAL INC,Dine Brands Q1 Earnings Preview,7,uncertain,0.6,0.3,the q1 earnings preview could go either way depending on the actual results and market reaction.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9728,9728,DEVON ENERGY CORP NEW,Devon Energy Q1 Core EPS $0.36 Beats $0.28 Estimate,7,increase,0.8,0.7,devon energy beating q1 earnings estimates is likely to positively impact investor confidence and lead to an increase in the stock price.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9736,9736,DEXCOM INC,"UBS Maintains Neutral on DexCom, Inc. - Common Stock, Lowers Price Target to $140",7,decrease,0.8,0.7,the fact that ubs maintained a neutral rating but lowered the price target suggests a negative outlook on dexcom inc's stock performance.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,9744,BRINKER INTERNATIONAL INC,"Brinker International Q3 Adj. EPS $1.26 Beats $1.21 Estimate, Sales $839.3M Beat $833.13M Estimate",7,increase,0.8,0.6,"brinker international beat both earnings and sales estimates for q3, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9752,9752,LAUDER ESTEE COS INC,Estee Lauder's Q3 Earnings Outlook,7,uncertain,0.6,0.3,the q3 earnings outlook could go either way depending on market reactions and investor sentiment.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9760,9760,EMCOR GROUP INC,"EMCOR Raises FY19 EPS Guidance From $4.70-$5.40 To $5-$5.50 vs $5.27 Estimate, Sales From $8.3B-$8.4B To $8.5B-$8.6B vs $8.36B Est.",7,increase,0.8,0.6,"emcor raising its fy19 eps guidance and sales forecast indicates positive performance, likely leading to an increase in stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768,9768,EMCOR GROUP INC,"EMCOR Group Q1 EPS $1.28 Beats $1.09 Estimate, Sales $2.16B Beat $1.99B Estimate",7,increase,0.8,0.7,"emcor group beat both eps and sales estimates in q1, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9776,9776,ENLINK MIDSTREAM LLC,"EnLink Midstream Q1 EPS $(0.45) Down From $0.07 YoY, Sales $1.779B Beat $1.73B Estimate",7,uncertain,0.6,0.3,"while the company beat sales estimates, the decrease in eps may have a mixed impact on the stock price.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784,9784,ENPHASE ENERGY INC,"Enphase Energy Q1 Adj. EPS $0.08 Beats $0.05 Estimate, Sales $100.2M Beat $92.45M Estimate",7,increase,0.8,0.7,"the company beat both earnings and sales estimates in q1, indicating strong performance which is likely to positively impact the stock price.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9792,9792,EATON CORP PLC,"Eaton Q1 EPS $1.26 Beats $1.24 Estimate, Sales $5.3B Miss $5.37B Estimate",7,uncertain,0.6,0.3,"while beating eps estimates could potentially lead to an increase in stock price, missing sales estimates may counteract this effect, resulting in uncertainty.",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,9800,ISHARES INC,Investors Are Migrating To This Canadian ETF,7,increase,0.8,0.7,investors migrating to the canadian etf is likely to increase demand for ishares inc's stock.,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9808,9808,ISHARES INC,Canadian Economy Contracts In February,7,uncertain,0.6,0.3,the impact of the canadian economy contracting on ishares inc's stock price is uncertain as it depends on various factors such as the company's exposure to the canadian market and its overall financial health.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
